original_feature_name,clean_feature_name
APP_CAR_BIRTH_RATIO_MISSING_FLAG,APP_CAR_BIRTH_RATIO_MISSING_FLAG
APP_EMPLOYED_BIRTH_RATIO_MISSING_FLAG,APP_EMPLOYED_BIRTH_RATIO_MISSING_FLAG
APP_EXT_SOURCE_STD_MISSING_FLAG,APP_EXT_SOURCE_STD_MISSING_FLAG
APP_PHONE_EMPLOYED_RATIO_MISSING_FLAG,APP_PHONE_EMPLOYED_RATIO_MISSING_FLAG
BASEMENTAREA_AVG_MISSING_FLAG,BASEMENTAREA_AVG_MISSING_FLAG
BASEMENTAREA_MEDI_MISSING_FLAG,BASEMENTAREA_MEDI_MISSING_FLAG
BASEMENTAREA_MODE_MISSING_FLAG,BASEMENTAREA_MODE_MISSING_FLAG
COMMONAREA_AVG_MISSING_FLAG,COMMONAREA_AVG_MISSING_FLAG
COMMONAREA_MEDI_MISSING_FLAG,COMMONAREA_MEDI_MISSING_FLAG
COMMONAREA_MODE_MISSING_FLAG,COMMONAREA_MODE_MISSING_FLAG
DAYS_EMPLOYED_MISSING_FLAG,DAYS_EMPLOYED_MISSING_FLAG
ELEVATORS_AVG_MISSING_FLAG,ELEVATORS_AVG_MISSING_FLAG
ELEVATORS_MEDI_MISSING_FLAG,ELEVATORS_MEDI_MISSING_FLAG
ELEVATORS_MODE_MISSING_FLAG,ELEVATORS_MODE_MISSING_FLAG
EMERGENCYSTATE_MODE_MISSING_FLAG,EMERGENCYSTATE_MODE_MISSING_FLAG
ENTRANCES_AVG_MISSING_FLAG,ENTRANCES_AVG_MISSING_FLAG
ENTRANCES_MEDI_MISSING_FLAG,ENTRANCES_MEDI_MISSING_FLAG
ENTRANCES_MODE_MISSING_FLAG,ENTRANCES_MODE_MISSING_FLAG
EXT_SOURCE_1_MISSING_FLAG,EXT_SOURCE_1_MISSING_FLAG
EXT_SOURCE_3_MISSING_FLAG,EXT_SOURCE_3_MISSING_FLAG
FLOORSMAX_AVG_MISSING_FLAG,FLOORSMAX_AVG_MISSING_FLAG
FLOORSMAX_MEDI_MISSING_FLAG,FLOORSMAX_MEDI_MISSING_FLAG
FLOORSMAX_MODE_MISSING_FLAG,FLOORSMAX_MODE_MISSING_FLAG
FLOORSMIN_AVG_MISSING_FLAG,FLOORSMIN_AVG_MISSING_FLAG
FLOORSMIN_MEDI_MISSING_FLAG,FLOORSMIN_MEDI_MISSING_FLAG
FLOORSMIN_MODE_MISSING_FLAG,FLOORSMIN_MODE_MISSING_FLAG
FONDKAPREMONT_MODE_MISSING_FLAG,FONDKAPREMONT_MODE_MISSING_FLAG
HOUSETYPE_MODE_MISSING_FLAG,HOUSETYPE_MODE_MISSING_FLAG
LANDAREA_AVG_MISSING_FLAG,LANDAREA_AVG_MISSING_FLAG
LANDAREA_MEDI_MISSING_FLAG,LANDAREA_MEDI_MISSING_FLAG
LANDAREA_MODE_MISSING_FLAG,LANDAREA_MODE_MISSING_FLAG
LIVINGAPARTMENTS_AVG_MISSING_FLAG,LIVINGAPARTMENTS_AVG_MISSING_FLAG
LIVINGAPARTMENTS_MEDI_MISSING_FLAG,LIVINGAPARTMENTS_MEDI_MISSING_FLAG
LIVINGAPARTMENTS_MODE_MISSING_FLAG,LIVINGAPARTMENTS_MODE_MISSING_FLAG
LIVINGAREA_AVG_MISSING_FLAG,LIVINGAREA_AVG_MISSING_FLAG
LIVINGAREA_MEDI_MISSING_FLAG,LIVINGAREA_MEDI_MISSING_FLAG
LIVINGAREA_MODE_MISSING_FLAG,LIVINGAREA_MODE_MISSING_FLAG
NONLIVINGAPARTMENTS_AVG_MISSING_FLAG,NONLIVINGAPARTMENTS_AVG_MISSING_FLAG
NONLIVINGAPARTMENTS_MEDI_MISSING_FLAG,NONLIVINGAPARTMENTS_MEDI_MISSING_FLAG
NONLIVINGAPARTMENTS_MODE_MISSING_FLAG,NONLIVINGAPARTMENTS_MODE_MISSING_FLAG
NONLIVINGAREA_AVG_MISSING_FLAG,NONLIVINGAREA_AVG_MISSING_FLAG
NONLIVINGAREA_MEDI_MISSING_FLAG,NONLIVINGAREA_MEDI_MISSING_FLAG
NONLIVINGAREA_MODE_MISSING_FLAG,NONLIVINGAREA_MODE_MISSING_FLAG
OCCUPATION_TYPE_MISSING_FLAG,OCCUPATION_TYPE_MISSING_FLAG
OWN_CAR_AGE_MISSING_FLAG,OWN_CAR_AGE_MISSING_FLAG
TOTALAREA_MODE_MISSING_FLAG,TOTALAREA_MODE_MISSING_FLAG
WALLSMATERIAL_MODE_MISSING_FLAG,WALLSMATERIAL_MODE_MISSING_FLAG
YEARS_BEGINEXPLUATATION_AVG_MISSING_FLAG,YEARS_BEGINEXPLUATATION_AVG_MISSING_FLAG
YEARS_BEGINEXPLUATATION_MEDI_MISSING_FLAG,YEARS_BEGINEXPLUATATION_MEDI_MISSING_FLAG
YEARS_BEGINEXPLUATATION_MODE_MISSING_FLAG,YEARS_BEGINEXPLUATATION_MODE_MISSING_FLAG
YEARS_BUILD_AVG_MISSING_FLAG,YEARS_BUILD_AVG_MISSING_FLAG
YEARS_BUILD_MEDI_MISSING_FLAG,YEARS_BUILD_MEDI_MISSING_FLAG
YEARS_BUILD_MODE_MISSING_FLAG,YEARS_BUILD_MODE_MISSING_FLAG
BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX_LOG1P,BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX_LOG1P
BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN_LOG1P,BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN_LOG1P
BUREAU_BB_STATUS_1_MEAN_MEAN_LOG1P,BUREAU_BB_STATUS_1_MEAN_MEAN_LOG1P
BUREAU_BB_STATUS_BAD_FLAG_MEAN_MEAN_LOG1P,BUREAU_BB_STATUS_BAD_FLAG_MEAN_MEAN_LOG1P
BUREAU_BB_STATUS_BAD_FLAG_SUM_MEAN_LOG1P,BUREAU_BB_STATUS_BAD_FLAG_SUM_MEAN_LOG1P
BUREAU_CREDIT_TYPE_Credit card_MEAN_LOG1P,BUREAU_CREDIT_TYPE_Credit_card_MEAN_LOG1P
CC_AMT_BALANCE_MAX_LOG1P,CC_AMT_BALANCE_MAX_LOG1P
CC_AMT_DRAWINGS_ATM_CURRENT_SUM_LOG1P,CC_AMT_DRAWINGS_ATM_CURRENT_SUM_LOG1P
CC_AMT_DRAWINGS_CURRENT_MAX_LOG1P,CC_AMT_DRAWINGS_CURRENT_MAX_LOG1P
CC_AMT_DRAWINGS_POS_CURRENT_MAX_LOG1P,CC_AMT_DRAWINGS_POS_CURRENT_MAX_LOG1P
CC_AMT_DRAWINGS_POS_CURRENT_MEAN_LOG1P,CC_AMT_DRAWINGS_POS_CURRENT_MEAN_LOG1P
CC_AMT_DRAWINGS_POS_CURRENT_SUM_LOG1P,CC_AMT_DRAWINGS_POS_CURRENT_SUM_LOG1P
CC_AMT_INST_MIN_REGULARITY_MAX_LOG1P,CC_AMT_INST_MIN_REGULARITY_MAX_LOG1P
CC_AMT_INST_MIN_REGULARITY_MEAN_LOG1P,CC_AMT_INST_MIN_REGULARITY_MEAN_LOG1P
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_LOG1P,CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_LOG1P
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN_LOG1P,CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN_LOG1P
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM_LOG1P,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM_LOG1P
CC_AMT_RECEIVABLE_PRINCIPAL_MAX_LOG1P,CC_AMT_RECEIVABLE_PRINCIPAL_MAX_LOG1P
CC_AMT_TOTAL_RECEIVABLE_MAX_LOG1P,CC_AMT_TOTAL_RECEIVABLE_MAX_LOG1P
CC_CNT_DRAWINGS_ATM_CURRENT_SUM_LOG1P,CC_CNT_DRAWINGS_ATM_CURRENT_SUM_LOG1P
CC_CNT_DRAWINGS_CURRENT_MAX_LOG1P,CC_CNT_DRAWINGS_CURRENT_MAX_LOG1P
CC_CNT_DRAWINGS_CURRENT_MEAN_LOG1P,CC_CNT_DRAWINGS_CURRENT_MEAN_LOG1P
CC_CNT_DRAWINGS_CURRENT_SUM_LOG1P,CC_CNT_DRAWINGS_CURRENT_SUM_LOG1P
CC_CNT_DRAWINGS_POS_CURRENT_MAX_LOG1P,CC_CNT_DRAWINGS_POS_CURRENT_MAX_LOG1P
CC_CNT_DRAWINGS_POS_CURRENT_MEAN_LOG1P,CC_CNT_DRAWINGS_POS_CURRENT_MEAN_LOG1P
CC_CNT_DRAWINGS_POS_CURRENT_SUM_LOG1P,CC_CNT_DRAWINGS_POS_CURRENT_SUM_LOG1P
CC_CNT_INSTALMENT_MATURE_CUM_MAX_LOG1P,CC_CNT_INSTALMENT_MATURE_CUM_MAX_LOG1P
CC_CNT_INSTALMENT_MATURE_CUM_MEAN_LOG1P,CC_CNT_INSTALMENT_MATURE_CUM_MEAN_LOG1P
ELEVATORS_AVG_LOG1P,ELEVATORS_AVG_LOG1P
ELEVATORS_MEDI_LOG1P,ELEVATORS_MEDI_LOG1P
ELEVATORS_MODE_LOG1P,ELEVATORS_MODE_LOG1P
INS_DPD_MAX_LOG1P,INS_DPD_MAX_LOG1P
INS_DPD_MEAN_LOG1P,INS_DPD_MEAN_LOG1P
INS_DPD_SUM_LOG1P,INS_DPD_SUM_LOG1P
INS_LAST365_DPD_MAX_LOG1P,INS_LAST365_DPD_MAX_LOG1P
INS_LAST365_DPD_MEAN_LOG1P,INS_LAST365_DPD_MEAN_LOG1P
INS_LAST365_DPD_SUM_LOG1P,INS_LAST365_DPD_SUM_LOG1P
INS_LAST365_LATE_PAYMENT_FLAG_MEAN_LOG1P,INS_LAST365_LATE_PAYMENT_FLAG_MEAN_LOG1P
INS_LAST365_LATE_PAYMENT_FLAG_SUM_LOG1P,INS_LAST365_LATE_PAYMENT_FLAG_SUM_LOG1P
INS_LATE_PAYMENT_FLAG_MEAN_LOG1P,INS_LATE_PAYMENT_FLAG_MEAN_LOG1P
INS_LATE_PAYMENT_FLAG_SUM_LOG1P,INS_LATE_PAYMENT_FLAG_SUM_LOG1P
INS_PAY_DIFF_VAR_LOG1P,INS_PAY_DIFF_VAR_LOG1P
INS_PAY_PERC_VAR_LOG1P,INS_PAY_PERC_VAR_LOG1P
INS_UNDERPAY_FLAG_MEAN_LOG1P,INS_UNDERPAY_FLAG_MEAN_LOG1P
INS_UNDERPAY_FLAG_SUM_LOG1P,INS_UNDERPAY_FLAG_SUM_LOG1P
NONLIVINGAPARTMENTS_AVG_LOG1P,NONLIVINGAPARTMENTS_AVG_LOG1P
NONLIVINGAPARTMENTS_MEDI_LOG1P,NONLIVINGAPARTMENTS_MEDI_LOG1P
NONLIVINGAPARTMENTS_MODE_LOG1P,NONLIVINGAPARTMENTS_MODE_LOG1P
NONLIVINGAREA_AVG_LOG1P,NONLIVINGAREA_AVG_LOG1P
NONLIVINGAREA_MEDI_LOG1P,NONLIVINGAREA_MEDI_LOG1P
NONLIVINGAREA_MODE_LOG1P,NONLIVINGAREA_MODE_LOG1P
OBS_30_CNT_SOCIAL_CIRCLE_LOG1P,OBS_30_CNT_SOCIAL_CIRCLE_LOG1P
OBS_60_CNT_SOCIAL_CIRCLE_LOG1P,OBS_60_CNT_SOCIAL_CIRCLE_LOG1P
PREV_CHANNEL_TYPE_Stone_MEAN_LOG1P,PREV_CHANNEL_TYPE_Stone_MEAN_LOG1P
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN_LOG1P,PREV_NAME_CLIENT_TYPE_Refreshed_MEAN_LOG1P
PREV_NAME_CONTRACT_STATUS_Refused_MEAN_LOG1P,PREV_NAME_CONTRACT_STATUS_Refused_MEAN_LOG1P
PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN_LOG1P,PREV_NAME_CONTRACT_TYPE_Revolving_loans_MEAN_LOG1P
PREV_NAME_GOODS_CATEGORY_Consumer Electronics_MEAN_LOG1P,PREV_NAME_GOODS_CATEGORY_Consumer_Electronics_MEAN_LOG1P
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN_LOG1P,PREV_NAME_GOODS_CATEGORY_Mobile_MEAN_LOG1P
PREV_NAME_PORTFOLIO_Cards_MEAN_LOG1P,PREV_NAME_PORTFOLIO_Cards_MEAN_LOG1P
AGE_YEARS,AGE_YEARS
EMPLOYED_YEARS,EMPLOYED_YEARS
PHONE_CHANGE_YEARS,PHONE_CHANGE_YEARS
REGISTRATION_YEARS,REGISTRATION_YEARS
ID_PUBLISH_YEARS,ID_PUBLISH_YEARS
FE_ANNUITY_TO_INCOME,FE_ANNUITY_TO_INCOME
FE_CREDIT_TO_INCOME,FE_CREDIT_TO_INCOME
FE_CREDIT_TO_ANNUITY,FE_CREDIT_TO_ANNUITY
FE_GOODS_TO_CREDIT,FE_GOODS_TO_CREDIT
FE_INCOME_PER_PERSON,FE_INCOME_PER_PERSON
FE_CREDIT_PER_PERSON,FE_CREDIT_PER_PERSON
FE_INCOME_PER_CHILD,FE_INCOME_PER_CHILD
FE_EMPLOYED_TO_AGE,FE_EMPLOYED_TO_AGE
FE_PHONE_TO_AGE,FE_PHONE_TO_AGE
FE_REGISTRATION_TO_AGE,FE_REGISTRATION_TO_AGE
FE_ID_PUBLISH_TO_AGE,FE_ID_PUBLISH_TO_AGE
FE_SOCIAL_TOTAL_30,FE_SOCIAL_TOTAL_30
FE_SOCIAL_TOTAL_60,FE_SOCIAL_TOTAL_60
FE_DEF_TO_OBS_30,FE_DEF_TO_OBS_30
FE_DEF_TO_OBS_60,FE_DEF_TO_OBS_60
FE_TOTAL_BUREAU_INQUIRIES,FE_TOTAL_BUREAU_INQUIRIES
FE_ANY_BUREAU_INQUIRY,FE_ANY_BUREAU_INQUIRY
FE_APARTMENTS_MEAN,FE_APARTMENTS_MEAN
FE_APARTMENTS_STD,FE_APARTMENTS_STD
FE_APARTMENTS_RANGE,FE_APARTMENTS_RANGE
FE_APARTMENTS_MISS_COUNT,FE_APARTMENTS_MISS_COUNT
FE_BASEMENTAREA_MEAN,FE_BASEMENTAREA_MEAN
FE_BASEMENTAREA_STD,FE_BASEMENTAREA_STD
FE_BASEMENTAREA_RANGE,FE_BASEMENTAREA_RANGE
FE_BASEMENTAREA_MISS_COUNT,FE_BASEMENTAREA_MISS_COUNT
FE_ELEVATORS_MEAN,FE_ELEVATORS_MEAN
FE_ELEVATORS_STD,FE_ELEVATORS_STD
FE_ELEVATORS_RANGE,FE_ELEVATORS_RANGE
FE_ELEVATORS_MISS_COUNT,FE_ELEVATORS_MISS_COUNT
FE_ENTRANCES_MEAN,FE_ENTRANCES_MEAN
FE_ENTRANCES_STD,FE_ENTRANCES_STD
FE_ENTRANCES_RANGE,FE_ENTRANCES_RANGE
FE_ENTRANCES_MISS_COUNT,FE_ENTRANCES_MISS_COUNT
FE_FLOORSMAX_MEAN,FE_FLOORSMAX_MEAN
FE_FLOORSMAX_STD,FE_FLOORSMAX_STD
FE_FLOORSMAX_RANGE,FE_FLOORSMAX_RANGE
FE_FLOORSMAX_MISS_COUNT,FE_FLOORSMAX_MISS_COUNT
FE_LIVINGAREA_MEAN,FE_LIVINGAREA_MEAN
FE_LIVINGAREA_STD,FE_LIVINGAREA_STD
FE_LIVINGAREA_RANGE,FE_LIVINGAREA_RANGE
FE_LIVINGAREA_MISS_COUNT,FE_LIVINGAREA_MISS_COUNT
FE_NONLIVINGAREA_MEAN,FE_NONLIVINGAREA_MEAN
FE_NONLIVINGAREA_STD,FE_NONLIVINGAREA_STD
FE_NONLIVINGAREA_RANGE,FE_NONLIVINGAREA_RANGE
FE_NONLIVINGAREA_MISS_COUNT,FE_NONLIVINGAREA_MISS_COUNT
FE_YEARS_BEGINEXPLUATATION_MEAN,FE_YEARS_BEGINEXPLUATATION_MEAN
FE_YEARS_BEGINEXPLUATATION_STD,FE_YEARS_BEGINEXPLUATATION_STD
FE_YEARS_BEGINEXPLUATATION_RANGE,FE_YEARS_BEGINEXPLUATATION_RANGE
FE_YEARS_BEGINEXPLUATATION_MISS_COUNT,FE_YEARS_BEGINEXPLUATATION_MISS_COUNT
FE_YEARS_BUILD_MEAN,FE_YEARS_BUILD_MEAN
FE_YEARS_BUILD_STD,FE_YEARS_BUILD_STD
FE_YEARS_BUILD_RANGE,FE_YEARS_BUILD_RANGE
FE_YEARS_BUILD_MISS_COUNT,FE_YEARS_BUILD_MISS_COUNT
FE_LIVING_TO_TOTAL_AREA,FE_LIVING_TO_TOTAL_AREA
FE_NONLIVING_TO_TOTAL_AREA,FE_NONLIVING_TO_TOTAL_AREA
FE_BASEMENT_TO_TOTAL_AREA,FE_BASEMENT_TO_TOTAL_AREA
ORGANIZATION_TYPE_FREQ_ENC,ORGANIZATION_TYPE_FREQ_ENC
NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Cash_loans
NAME_CONTRACT_TYPE_Revolving loans,NAME_CONTRACT_TYPE_Revolving_loans
CODE_GENDER_F,CODE_GENDER_F
CODE_GENDER_M,CODE_GENDER_M
CODE_GENDER_XNA,CODE_GENDER_XNA
FLAG_OWN_CAR_N,FLAG_OWN_CAR_N
FLAG_OWN_CAR_Y,FLAG_OWN_CAR_Y
FLAG_OWN_REALTY_N,FLAG_OWN_REALTY_N
FLAG_OWN_REALTY_Y,FLAG_OWN_REALTY_Y
NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Children
NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Family
NAME_TYPE_SUITE_Group of people,NAME_TYPE_SUITE_Group_of_people
NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE_Other_A
NAME_TYPE_SUITE_Other_B,NAME_TYPE_SUITE_Other_B
"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Spouse_partner
NAME_TYPE_SUITE_Unaccompanied,NAME_TYPE_SUITE_Unaccompanied
NAME_TYPE_SUITE_Unknown,NAME_TYPE_SUITE_Unknown
NAME_INCOME_TYPE_Businessman,NAME_INCOME_TYPE_Businessman
NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_Commercial_associate
NAME_INCOME_TYPE_Maternity leave,NAME_INCOME_TYPE_Maternity_leave
NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_Pensioner
NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_State_servant
NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Student
NAME_INCOME_TYPE_Unemployed,NAME_INCOME_TYPE_Unemployed
NAME_INCOME_TYPE_Working,NAME_INCOME_TYPE_Working
NAME_EDUCATION_TYPE_Academic degree,NAME_EDUCATION_TYPE_Academic_degree
NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Higher_education
NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Incomplete_higher
NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Lower_secondary
NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_EDUCATION_TYPE_Secondary_secondary_special
NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Civil_marriage
NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Married
NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Separated
NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Single_not_married
NAME_FAMILY_STATUS_Unknown,NAME_FAMILY_STATUS_Unknown
NAME_FAMILY_STATUS_Widow,NAME_FAMILY_STATUS_Widow
NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE_Co_op_apartment
NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_House_apartment
NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Municipal_apartment
NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Office_apartment
NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_Rented_apartment
NAME_HOUSING_TYPE_With parents,NAME_HOUSING_TYPE_With_parents
WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START_FRIDAY
WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_MONDAY
WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY
WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY
WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY
WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY
FONDKAPREMONT_MODE_Unknown,FONDKAPREMONT_MODE_Unknown
FONDKAPREMONT_MODE_not specified,FONDKAPREMONT_MODE_not_specified
FONDKAPREMONT_MODE_org spec account,FONDKAPREMONT_MODE_org_spec_account
FONDKAPREMONT_MODE_reg oper account,FONDKAPREMONT_MODE_reg_oper_account
FONDKAPREMONT_MODE_reg oper spec account,FONDKAPREMONT_MODE_reg_oper_spec_account
HOUSETYPE_MODE_Unknown,HOUSETYPE_MODE_Unknown
HOUSETYPE_MODE_block of flats,HOUSETYPE_MODE_block_of_flats
HOUSETYPE_MODE_specific housing,HOUSETYPE_MODE_specific_housing
HOUSETYPE_MODE_terraced house,HOUSETYPE_MODE_terraced_house
WALLSMATERIAL_MODE_Block,WALLSMATERIAL_MODE_Block
WALLSMATERIAL_MODE_Mixed,WALLSMATERIAL_MODE_Mixed
WALLSMATERIAL_MODE_Monolithic,WALLSMATERIAL_MODE_Monolithic
WALLSMATERIAL_MODE_Others,WALLSMATERIAL_MODE_Others
WALLSMATERIAL_MODE_Panel,WALLSMATERIAL_MODE_Panel
"WALLSMATERIAL_MODE_Stone, brick",WALLSMATERIAL_MODE_Stone_brick
WALLSMATERIAL_MODE_Unknown,WALLSMATERIAL_MODE_Unknown
WALLSMATERIAL_MODE_Wooden,WALLSMATERIAL_MODE_Wooden
EMERGENCYSTATE_MODE_No,EMERGENCYSTATE_MODE_No
EMERGENCYSTATE_MODE_Unknown,EMERGENCYSTATE_MODE_Unknown
EMERGENCYSTATE_MODE_Yes,EMERGENCYSTATE_MODE_Yes
"BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX_BIN_Q5_(-0.001, 13.302]",BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX_BIN_Q5_0_001_13_302
"BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX_BIN_Q5_(-0.001, 1998.0]",BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX_BIN_Q5_0_001_1998_0
"BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX_BIN_Q5_(13.302, 14821.9]",BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX_BIN_Q5_13_302_14821_9
"BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX_BIN_Q5_(1998.0, 14821.9]",BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX_BIN_Q5_1998_0_14821_9
"BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN_BIN_Q5_(-0.001, 4.5]",BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN_BIN_Q5_0_001_4_5
"BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN_BIN_Q5_(-0.001, 590.535]",BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN_BIN_Q5_0_001_590_535
"BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN_BIN_Q5_(4.5, 5310.0]",BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN_BIN_Q5_4_5_5310_0
"BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN_BIN_Q5_(590.535, 5310.0]",BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN_BIN_Q5_590_535_5310_0
"BUREAU_BB_MONTHS_BALANCE_MAX_MEAN_BIN_Q5_(-7.001, 0.0]",BUREAU_BB_MONTHS_BALANCE_MAX_MEAN_BIN_Q5_7_001_0_0
"BUREAU_BB_MONTHS_BALANCE_MAX_MEAN_BIN_Q5_(-92.001, 0.0]",BUREAU_BB_MONTHS_BALANCE_MAX_MEAN_BIN_Q5_92_001_0_0
"BUREAU_BB_STATUS_1_MEAN_MEAN_BIN_Q5_(-0.001, 0.0102]",BUREAU_BB_STATUS_1_MEAN_MEAN_BIN_Q5_0_001_0_0102
"BUREAU_BB_STATUS_1_MEAN_MEAN_BIN_Q5_(-0.001, 0.02]",BUREAU_BB_STATUS_1_MEAN_MEAN_BIN_Q5_0_001_0_02
"BUREAU_BB_STATUS_1_MEAN_MEAN_BIN_Q5_(0.0102, 0.02]",BUREAU_BB_STATUS_1_MEAN_MEAN_BIN_Q5_0_0102_0_02
"BUREAU_BB_STATUS_BAD_FLAG_MEAN_MEAN_BIN_Q5_(-0.001, 0.0114]",BUREAU_BB_STATUS_BAD_FLAG_MEAN_MEAN_BIN_Q5_0_001_0_0114
"BUREAU_BB_STATUS_BAD_FLAG_MEAN_MEAN_BIN_Q5_(-0.001, 0.03]",BUREAU_BB_STATUS_BAD_FLAG_MEAN_MEAN_BIN_Q5_0_001_0_03
"BUREAU_BB_STATUS_BAD_FLAG_MEAN_MEAN_BIN_Q5_(0.0114, 0.03]",BUREAU_BB_STATUS_BAD_FLAG_MEAN_MEAN_BIN_Q5_0_0114_0_03
"BUREAU_BB_STATUS_BAD_FLAG_SUM_MEAN_BIN_Q5_(-0.001, 0.357]",BUREAU_BB_STATUS_BAD_FLAG_SUM_MEAN_BIN_Q5_0_001_0_357
"BUREAU_BB_STATUS_BAD_FLAG_SUM_MEAN_BIN_Q5_(-0.001, 0.68]",BUREAU_BB_STATUS_BAD_FLAG_SUM_MEAN_BIN_Q5_0_001_0_68
"BUREAU_BB_STATUS_BAD_FLAG_SUM_MEAN_BIN_Q5_(0.357, 0.68]",BUREAU_BB_STATUS_BAD_FLAG_SUM_MEAN_BIN_Q5_0_357_0_68
"BUREAU_CREDIT_TYPE_Credit card_MEAN_BIN_Q5_(-0.001, 0.214]",BUREAU_CREDIT_TYPE_Credit_card_MEAN_BIN_Q5_0_001_0_214
"BUREAU_CREDIT_TYPE_Credit card_MEAN_BIN_Q5_(-0.001, 0.2]",BUREAU_CREDIT_TYPE_Credit_card_MEAN_BIN_Q5_0_001_0_2
"BUREAU_CREDIT_TYPE_Credit card_MEAN_BIN_Q5_(0.2, 0.375]",BUREAU_CREDIT_TYPE_Credit_card_MEAN_BIN_Q5_0_2_0_375
"BUREAU_CREDIT_TYPE_Credit card_MEAN_BIN_Q5_(0.214, 0.375]",BUREAU_CREDIT_TYPE_Credit_card_MEAN_BIN_Q5_0_214_0_375
"BUREAU_CREDIT_TYPE_Credit card_MEAN_BIN_Q5_(0.375, 1.0]",BUREAU_CREDIT_TYPE_Credit_card_MEAN_BIN_Q5_0_375_1_0
"CC_AMT_BALANCE_MAX_BIN_Q5_(-0.001, 1354829.265]",CC_AMT_BALANCE_MAX_BIN_Q5_0_001_1354829_265
"CC_AMT_BALANCE_MAX_BIN_Q5_(-0.001, 42853.446]",CC_AMT_BALANCE_MAX_BIN_Q5_0_001_42853_446
"CC_AMT_BALANCE_MAX_BIN_Q5_(42853.446, 1505902.185]",CC_AMT_BALANCE_MAX_BIN_Q5_42853_446_1505902_185
"CC_AMT_BALANCE_MEAN_BIN_Q5_(-188.856, 0.0]",CC_AMT_BALANCE_MEAN_BIN_Q5_188_856_0_0
