,column,count,missing_count_x,missing_pct,min_value,max_value,range_value,mean_value,median_value,std_dev,coef_of_variation,p25,p75,iqr_x,skewness_x,kurtosis_x,zero_count,negative_count,q1_x,q3_x,iqr_y,lower_bound,upper_bound,outlier_count_x,outlier_percentage,dtype,non_null_count,missing_count_y,missing_rate,unique_count,mean,median,std,min,q1_y,q3_y,max,iqr,skewness_y,kurtosis_y,outlier_count_y,outlier_rate,skew_label,variance_flag,normality_pvalue,normality_label
275,INS_DAYS_INSTALMENT_MEAN,291643,15868,5.1601,-2922.0,-3.0,2919.0,-909.6623,-795.9535,598.4617,0.6579,-1301.9598,-419.0,882.9598,-0.7899,0.1103,0,291643,-1301.9598,-419.0,882.9598,-2626.3995,905.4397,2515,0.8624,float64,291643,15868,0.0516,183580,-909.6623,-795.9535,598.4617,-2922.0,-1301.9598,-419.0,-3.0,882.9598,-0.7899,0.1103,2515,0.0086,moderately_skewed,variable,0.0,non_normal
276,INS_DAYS_INSTALMENT_MIN,291643,15868,5.1601,-2922.0,-3.0,2919.0,-1584.9491,-1539.0,913.708,0.5765,-2471.0,-713.0,1758.0,-0.0378,-1.4386,0,291643,-2471.0,-713.0,1758.0,-5108.0,1924.0,0,0.0,float64,291643,15868,0.0516,2920,-1584.9491,-1539.0,913.708,-2922.0,-2471.0,-713.0,-3.0,1758.0,-0.0378,-1.4386,0,0.0,approximately_symmetric,variable,0.0,non_normal
277,INS_DBD_MAX,291635,15876,5.1627,0.0,3189.0,3189.0,37.8504,31.0,28.9675,0.7653,23.0,43.0,20.0,10.3241,634.9148,802,0,23.0,43.0,20.0,-7.0,73.0,21729,7.4508,float64,291635,15876,0.0516,422,37.8504,31.0,28.9675,0.0,23.0,43.0,3189.0,20.0,10.3242,634.9257,21729,0.0745,highly_skewed,variable,0.0,non_normal
278,INS_DBD_MEAN,291635,15876,5.1627,0.0,295.0,295.0,12.2677,10.1216,9.143,0.7453,6.6752,15.1429,8.4677,3.6384,35.6256,802,0,6.6752,15.1429,8.4677,-6.0264,27.8444,15151,5.1952,float64,291635,15876,0.0516,57205,12.2677,10.1216,9.143,0.0,6.6752,15.1429,295.0,8.4677,3.6384,35.6262,15151,0.052,highly_skewed,variable,0.0,non_normal
279,INS_DBD_SUM,291643,15868,5.1601,0.0,10529.0,10529.0,390.6542,266.0,405.1669,1.0371,133.0,507.0,374.0,3.2453,22.6223,810,0,133.0,507.0,374.0,-428.0,1068.0,17787,6.0989,float64,291643,15868,0.0516,3224,390.6542,266.0,405.1669,0.0,133.0,507.0,10529.0,374.0,3.2453,22.6227,17787,0.061,highly_skewed,variable,0.0,non_normal
280,INS_DPD_MAX,291635,15876,5.1627,0.0,2884.0,2884.0,18.3756,1.0,110.6535,6.0218,0.0,9.0,9.0,13.2121,210.1627,136636,0,0.0,9.0,9.0,-13.5,22.5,34695,11.8967,float64,291635,15876,0.0516,1642,18.3756,1.0,110.6535,0.0,0.0,9.0,2884.0,9.0,13.2121,210.1663,34695,0.119,highly_skewed,variable,0.0,non_normal
281,INS_DPD_MEAN,291635,15876,5.1627,0.0,1885.3864,1885.3864,1.066,0.0385,9.1047,8.5409,0.0,0.5185,0.5185,80.3204,11768.8982,136636,0,0.0,0.5185,0.5185,-0.7778,1.2963,39297,13.4747,float64,291635,15876,0.0516,23566,1.066,0.0385,9.1047,0.0,0.0,0.5185,1885.3864,0.5185,80.3208,11769.1,39297,0.1347,highly_skewed,variable,0.0,non_normal
282,INS_DPD_SUM,291643,15868,5.1601,0.0,82957.0,82957.0,42.6343,1.0,337.0768,7.9062,0.0,21.0,21.0,102.0462,18333.8383,136644,0,0.0,21.0,21.0,-31.5,52.5,41570,14.2537,float64,291643,15868,0.0516,2077,42.6343,1.0,337.0768,0.0,0.0,21.0,82957.0,21.0,102.0467,18334.1526,41570,0.1425,highly_skewed,variable,0.0,non_normal
283,INS_LAST365_AMT_PAYMENT_MEAN,217478,90033,29.278,0.045,2504589.66,2504589.615,31339.701,14824.575,69811.0975,2.2276,8315.0817,29124.6764,20809.5947,10.8888,193.8925,0,0,8315.0817,29124.6764,20809.5947,-22899.3103,60339.0684,22102,10.1629,float64,217478,90033,0.2928,205538,31339.701,14824.575,69811.0975,0.045,8315.0817,29124.6764,2504589.66,20809.5947,10.8889,193.897,22102,0.1016,highly_skewed,variable,0.0,non_normal
284,INS_LAST365_AMT_PAYMENT_SUM,217508,90003,29.2682,0.0,15092871.12,15092871.12,326690.9923,164444.805,448751.7876,1.3736,71550.0,393081.6263,321531.6263,3.6405,26.356,30,0,71550.0,393081.6263,321531.6263,-410747.4394,875379.0656,19308,8.8769,float64,217508,90003,0.2927,205801,326690.9923,164444.805,448751.7876,0.0,71550.0,393081.6263,15092871.12,321531.6263,3.6406,26.3567,19308,0.0888,highly_skewed,variable,0.0,non_normal
285,INS_LAST365_DPD_MAX,217478,90033,29.278,0.0,340.0,340.0,1.7821,0.0,6.6712,3.7435,0.0,1.0,1.0,15.7695,435.8895,155299,0,0.0,1.0,1.0,-1.5,2.5,39939,18.3646,float64,217478,90033,0.2928,192,1.7821,0.0,6.6712,0.0,0.0,1.0,340.0,1.0,15.7696,435.8995,39939,0.1836,highly_skewed,variable,0.0,non_normal
286,INS_LAST365_DPD_MEAN,217478,90033,29.278,0.0,159.4615,159.4615,0.2411,0.0,1.2592,5.2222,0.0,0.0833,0.0833,42.3601,3859.1278,155299,0,0.0,0.0833,0.0833,-0.125,0.2083,41890,19.2617,float64,217478,90033,0.2928,2884,0.2411,0.0,1.2592,0.0,0.0,0.0833,159.4615,0.0833,42.3604,3859.2166,41890,0.1926,highly_skewed,variable,0.0,non_normal
287,INS_LAST365_DPD_SUM,217508,90003,29.2682,0.0,8596.0,8596.0,4.0659,0.0,32.0656,7.8865,0.0,1.0,1.0,118.1139,25945.1461,155329,0,0.0,1.0,1.0,-1.5,2.5,45655,20.99,float64,217508,90003,0.2927,410,4.0659,0.0,32.0656,0.0,0.0,1.0,8596.0,1.0,118.1147,25945.7426,45655,0.2099,highly_skewed,variable,0.0,non_normal
288,INS_LAST365_LATE_PAYMENT_FLAG_MEAN,217508,90003,29.2682,0.0,1.0,1.0,0.0526,0.0,0.1129,2.1481,0.0,0.0488,0.0488,2.8006,9.2145,155329,0,0.0,0.0488,0.0488,-0.0732,0.122,34845,16.0201,float64,217508,90003,0.2927,659,0.0526,0.0,0.1129,0.0,0.0,0.0488,1.0,0.0488,2.8007,9.2148,34845,0.1602,highly_skewed,variable,0.0,non_normal
289,INS_LAST365_LATE_PAYMENT_FLAG_SUM,217508,90003,29.2682,0.0,95.0,95.0,0.8579,0.0,2.09,2.4363,0.0,1.0,1.0,5.2817,66.8819,155329,0,0.0,1.0,1.0,-1.5,2.5,25059,11.521,float64,217508,90003,0.2927,54,0.8579,0.0,2.09,0.0,0.0,1.0,95.0,1.0,5.2818,66.8835,25059,0.1152,highly_skewed,variable,0.0,non_normal
290,INS_LAST365_PAY_DIFF_MEAN,217478,90033,29.278,-405000.0,93145.5,498145.5,-1177.271,0.0,10594.3213,8.9991,0.0,0.0,0.0,-11.116,200.5759,152877,20997,0.0,0.0,0.0,0.0,0.0,64601,29.7046,float64,217478,90033,0.2928,57326,-1177.271,0.0,10594.3213,-405000.0,0.0,0.0,93145.5,0.0,-11.116,200.5806,0,0.0,highly_skewed,variable,0.0,non_normal
291,INS_LAST365_PAY_DIFF_SUM,217508,90003,29.2682,-3195000.0,1522301.85,4717301.85,-13231.8627,0.0,125528.6876,9.4868,0.0,0.0,0.0,-6.5443,68.8147,152907,20997,0.0,0.0,0.0,0.0,0.0,64601,29.7005,float64,217508,90003,0.2927,51840,-13231.8627,0.0,125528.6876,-3195000.0,0.0,0.0,1522301.85,0.0,-6.5443,68.8164,0,0.0,highly_skewed,variable,0.0,non_normal
292,INS_LAST365_PAY_PERC_MAX,217478,90033,29.278,0.0056,193600.0,193599.9944,6.5645,1.0,560.97,85.4553,1.0,1.0,0.0,252.7914,76025.8944,0,0,1.0,1.0,0.0,1.0,1.0,22161,10.19,float64,217478,90033,0.2928,21543,6.5645,1.0,560.97,0.0056,1.0,1.0,193600.0,0.0,252.7932,76027.6424,0,0.0,highly_skewed,variable,0.0,non_normal
293,INS_LAST365_PAY_PERC_MEAN,217478,90033,29.278,0.0056,21563.9277,21563.9221,1.5517,1.0,66.8757,43.0984,1.0,1.0,0.0,264.5796,77662.3816,0,0,1.0,1.0,0.0,1.0,1.0,64601,29.7046,float64,217478,90033,0.2928,23437,1.5517,1.0,66.8757,0.0056,1.0,1.0,21563.9277,0.0,264.5814,77664.1672,0,0.0,highly_skewed,variable,0.0,non_normal
294,INS_LATE_PAYMENT_FLAG_MEAN,291643,15868,5.1601,0.0,1.0,1.0,0.0758,0.0185,0.116,1.5309,0.0,0.1111,0.1111,2.1673,5.9561,136644,0,0.0,0.1111,0.1111,-0.1667,0.2778,21423,7.3456,float64,291643,15868,0.0516,4972,0.0758,0.0185,0.116,0.0,0.0,0.1111,1.0,0.1111,2.1673,5.9562,21423,0.0735,highly_skewed,variable,0.0,non_normal
295,INS_LATE_PAYMENT_FLAG_SUM,291643,15868,5.1601,0.0,159.0,159.0,3.407,1.0,6.3972,1.8777,0.0,4.0,4.0,3.8124,23.9522,136644,0,0.0,4.0,4.0,-6.0,10.0,28078,9.6275,float64,291643,15868,0.0516,102,3.407,1.0,6.3972,0.0,0.0,4.0,159.0,4.0,3.8125,23.9526,28078,0.0963,highly_skewed,variable,0.0,non_normal
296,INS_NUM_INSTALMENT_VERSION_NUNIQUE,291643,15868,5.1601,1.0,53.0,52.0,2.2753,2.0,1.8152,0.7978,1.0,3.0,2.0,6.1112,71.09,0,0,1.0,3.0,2.0,-2.0,6.0,6879,2.3587,float64,291643,15868,0.0516,49,2.2753,2.0,1.8152,1.0,1.0,3.0,53.0,2.0,6.1112,71.0912,6879,0.0236,highly_skewed,variable,0.0,non_normal
297,INS_PAY_DIFF_MAX,291635,15876,5.1627,-38991.06,2424726.405,2463717.465,6724.3167,0.0,15175.3398,2.2568,0.0,9047.6325,9047.6325,28.694,3169.1572,166470,19,0.0,9047.6325,9047.6325,-13571.4488,22619.0812,25742,8.8268,float64,291635,15876,0.0516,103609,6724.3167,0.0,15175.3398,-38991.06,0.0,9047.6325,2424726.405,9047.6325,28.6942,3169.2115,25742,0.0883,highly_skewed,variable,0.0,non_normal
298,INS_PAY_DIFF_MEAN,291635,15876,5.1627,-337496.805,146145.9,483642.705,-363.856,0.0,5210.9676,14.3215,0.0,446.7613,446.7613,-12.1974,352.8227,147318,33336,0.0,446.7613,446.7613,-670.1419,1116.9032,70261,24.0921,float64,291635,15876,0.0516,137929,-363.856,0.0,5210.9676,-337496.805,0.0,446.7613,146145.9,446.7613,-12.1974,352.8287,70261,0.2409,highly_skewed,variable,0.0,non_normal
299,INS_PAY_DIFF_SUM,291643,15868,5.1601,-4417384.23,3037735.575,7455119.805,-6310.4395,0.0,174979.0885,27.7285,0.0,15896.97,15896.97,-4.169,50.1361,147326,33336,0.0,15896.97,15896.97,-23845.455,39742.425,72892,24.9936,float64,291643,15868,0.0516,127986,-6310.4395,0.0,174979.0885,-4417384.23,0.0,15896.97,3037735.575,15896.97,-4.1691,50.137,72892,0.2499,highly_skewed,variable,0.0,non_normal
300,INS_PAY_DIFF_VAR,290947,16564,5.3865,0.0,445993643959.2246,445993643959.2246,343075814.1443,0.0,3494271630.995,10.1851,0.0,11242174.0521,11242174.0521,37.8342,2651.8535,146632,0,0.0,11242174.0521,11242174.0521,-16863261.0781,28105435.1302,49961,17.1719,float64,290947,16564,0.0539,144095,343075814.1443,0.0,3494271630.995,0.0,0.0,11242174.0521,445993643959.2246,11242174.0521,37.8344,2651.8991,49961,0.1717,highly_skewed,variable,0.0,non_normal
301,INS_PAY_PERC_MAX,291632,15879,5.1637,0.5122,194250.0,194249.4878,13.6414,1.0,887.4844,65.058,1.0,1.0,0.0,153.9562,28680.8183,0,0,1.0,1.0,0.0,1.0,1.0,37298,12.7894,float64,291632,15879,0.0516,36091,13.6414,1.0,887.4844,0.5122,1.0,1.0,194250.0,0.0,153.957,28681.3101,0,0.0,highly_skewed,variable,0.0,non_normal
302,INS_PAY_PERC_MEAN,291632,15879,5.1637,0.3333,8482.4462,8482.1128,1.383,1.0,30.179,21.8218,0.9538,1.0,0.0462,159.9068,32788.3513,0,0,0.9538,1.0,0.0462,0.8846,1.0692,62855,21.5528,float64,291632,15879,0.0516,42700,1.383,1.0,30.179,0.3333,0.9538,1.0,8482.4462,0.0462,159.9077,32788.9135,62855,0.2155,highly_skewed,variable,0.0,non_normal
303,INS_PAY_PERC_VAR,290944,16567,5.3874,0.0,967504461.5628,967504461.5628,20769.1511,0.0,3333715.379,160.5128,0.0,0.0843,0.0843,231.4101,59242.9466,146637,0,0.0,0.0843,0.0843,-0.1265,0.2108,32746,11.2551,float64,290944,16567,0.0539,143641,20769.1511,0.0,3333715.379,0.0,0.0,0.0843,967504461.5628,0.0843,231.4113,59243.9648,32746,0.1126,highly_skewed,variable,0.0,non_normal
304,INS_SK_ID_PREV_NUNIQUE,291643,15868,5.1601,1.0,26.0,25.0,2.926,2.0,2.041,0.6976,1.0,4.0,3.0,1.655,4.2178,0,0,1.0,4.0,3.0,-3.5,8.5,5980,2.0505,float64,291643,15868,0.0516,25,2.926,2.0,2.041,1.0,1.0,4.0,26.0,3.0,1.655,4.2179,5980,0.0205,highly_skewed,variable,0.0,non_normal
305,INS_UNDERPAY_FLAG_MEAN,291643,15868,5.1601,0.0,1.0,1.0,0.084,0.0,0.15,1.7859,0.0,0.1091,0.1091,2.3848,6.1099,166497,0,0.0,0.1091,0.1091,-0.1636,0.2727,32171,11.031,float64,291643,15868,0.0516,4892,0.084,0.0,0.15,0.0,0.0,0.1091,1.0,0.1091,2.3848,6.11,32171,0.1103,highly_skewed,variable,0.0,non_normal
306,INS_UNDERPAY_FLAG_SUM,291643,15868,5.1601,0.0,154.0,154.0,3.84,0.0,8.0165,2.0877,0.0,4.0,4.0,4.0009,24.5664,166497,0,0.0,4.0,4.0,-6.0,10.0,32824,11.2549,float64,291643,15868,0.0516,126,3.84,0.0,8.0165,0.0,0.0,4.0,154.0,4.0,4.0009,24.5668,32824,0.1125,highly_skewed,variable,0.0,non_normal
307,LANDAREA_AVG,124921,182590,59.3767,0.0,1.0,1.0,0.0663,0.0481,0.0812,1.2239,0.0187,0.0856,0.0669,4.4586,34.7434,15600,0,0.0187,0.0856,0.0669,-0.0816,0.1859,6888,5.5139,float64,124921,182590,0.5938,3527,0.0663,0.0481,0.0812,0.0,0.0187,0.0856,1.0,0.0669,4.4587,34.7448,6888,0.0551,highly_skewed,variable,0.0,non_normal
308,LANDAREA_MEDI,124921,182590,59.3767,0.0,1.0,1.0,0.0672,0.0487,0.0822,1.2233,0.0187,0.0868,0.0681,4.3682,33.2366,15919,0,0.0187,0.0868,0.0681,-0.0834,0.189,6873,5.5019,float64,124921,182590,0.5938,3560,0.0672,0.0487,0.0822,0.0,0.0187,0.0868,1.0,0.0681,4.3683,33.238,6873,0.055,highly_skewed,variable,0.0,non_normal
309,LANDAREA_MODE,124921,182590,59.3767,0.0,1.0,1.0,0.065,0.0458,0.0818,1.2585,0.0166,0.0841,0.0675,4.377,33.2719,17453,0,0.0166,0.0841,0.0675,-0.0846,0.1853,7033,5.63,float64,124921,182590,0.5938,3563,0.065,0.0458,0.0818,0.0,0.0166,0.0841,1.0,0.0675,4.377,33.2733,7033,0.0563,highly_skewed,variable,0.0,non_normal
310,LIVE_CITY_NOT_WORK_CITY,307511,0,0.0,0.0,1.0,1.0,0.1796,0.0,0.3838,2.1376,0.0,0.0,0.0,1.6698,0.7882,252296,0,0.0,0.0,0.0,0.0,0.0,55215,17.9555,int64,307511,0,0.0,2,0.1796,0.0,0.3838,0.0,0.0,0.0,1.0,0.0,1.6698,0.7882,0,0.0,highly_skewed,variable,0.0,non_normal
311,LIVE_REGION_NOT_WORK_REGION,307511,0,0.0,0.0,1.0,1.0,0.0407,0.0,0.1975,4.8575,0.0,0.0,0.0,4.6516,19.6374,295008,0,0.0,0.0,0.0,0.0,0.0,12503,4.0659,int64,307511,0,0.0,2,0.0407,0.0,0.1975,0.0,0.0,0.0,1.0,0.0,4.6516,19.6377,0,0.0,highly_skewed,variable,0.0,non_normal
312,LIVINGAPARTMENTS_AVG,97312,210199,68.355,0.0,1.0,1.0,0.1008,0.0756,0.0926,0.9186,0.0504,0.121,0.0706,3.0422,16.4897,418,0,0.0504,0.121,0.0706,-0.0555,0.2269,7881,8.0987,float64,97312,210199,0.6835,1868,0.1008,0.0756,0.0926,0.0,0.0504,0.121,1.0,0.0706,3.0422,16.4906,7881,0.081,highly_skewed,variable,0.0,non_normal
313,LIVINGAPARTMENTS_MEDI,97312,210199,68.355,0.0,1.0,1.0,0.102,0.0761,0.0936,0.9185,0.0513,0.1231,0.0718,2.9882,15.6962,433,0,0.0513,0.1231,0.0718,-0.0564,0.2308,7927,8.146,float64,97312,210199,0.6835,1097,0.102,0.0761,0.0936,0.0,0.0513,0.1231,1.0,0.0718,2.9883,15.6971,7927,0.0815,highly_skewed,variable,0.0,non_normal
314,LIVINGAPARTMENTS_MODE,97312,210199,68.355,0.0,1.0,1.0,0.1056,0.0771,0.0979,0.9265,0.0542,0.1313,0.0771,2.9026,14.2242,519,0,0.0542,0.1313,0.0771,-0.0614,0.247,7469,7.6753,float64,97312,210199,0.6835,736,0.1056,0.0771,0.0979,0.0,0.0542,0.1313,1.0,0.0771,2.9027,14.225,7469,0.0768,highly_skewed,variable,0.0,non_normal
315,LIVINGAREA_AVG,153161,154350,50.1933,0.0,1.0,1.0,0.1074,0.0745,0.1106,1.0295,0.0453,0.1299,0.0846,2.8547,12.3307,284,0,0.0453,0.1299,0.0846,-0.0816,0.2568,12517,8.1724,float64,153161,154350,0.5019,5199,0.1074,0.0745,0.1106,0.0,0.0453,0.1299,1.0,0.0846,2.8547,12.3312,12517,0.0817,highly_skewed,variable,0.0,non_normal
316,LIVINGAREA_MEDI,153161,154350,50.1933,0.0,1.0,1.0,0.1086,0.0749,0.1123,1.0336,0.0457,0.1303,0.0846,2.8489,12.1381,299,0,0.0457,0.1303,0.0846,-0.0812,0.2572,12907,8.4271,float64,153161,154350,0.5019,5281,0.1086,0.0749,0.1123,0.0,0.0457,0.1303,1.0,0.0846,2.8489,12.1386,12907,0.0843,highly_skewed,variable,0.0,non_normal
317,LIVINGAREA_MODE,153161,154350,50.1933,0.0,1.0,1.0,0.106,0.0731,0.1118,1.0554,0.0427,0.1252,0.0825,2.9025,12.4586,444,0,0.0427,0.1252,0.0825,-0.081,0.249,13105,8.5564,float64,153161,154350,0.5019,5301,0.106,0.0731,0.1118,0.0,0.0427,0.1252,1.0,0.0825,2.9025,12.4591,13105,0.0856,highly_skewed,variable,0.0,non_normal
318,NONLIVINGAPARTMENTS_AVG,93997,213514,69.433,0.0,1.0,1.0,0.0088,0.0,0.0477,5.4187,0.0,0.0039,0.0039,15.5409,284.7151,54549,0,0.0,0.0039,0.0039,-0.0058,0.0097,15580,16.575,float64,93997,213514,0.6943,386,0.0088,0.0,0.0477,0.0,0.0,0.0039,1.0,0.0039,15.5412,284.7303,15580,0.1657,highly_skewed,variable,0.0,non_normal
319,NONLIVINGAPARTMENTS_MEDI,93997,213514,69.433,0.0,1.0,1.0,0.0087,0.0,0.0474,5.4808,0.0,0.0039,0.0039,15.6717,289.477,56097,0,0.0,0.0039,0.0039,-0.0058,0.0097,15215,16.1867,float64,93997,213514,0.6943,214,0.0087,0.0,0.0474,0.0,0.0,0.0039,1.0,0.0039,15.672,289.4925,15215,0.1619,highly_skewed,variable,0.0,non_normal
320,NONLIVINGAPARTMENTS_MODE,93997,213514,69.433,0.0,1.0,1.0,0.0081,0.0,0.0463,5.7298,0.0,0.0039,0.0039,16.2516,309.7104,59255,0,0.0,0.0039,0.0039,-0.0058,0.0097,14224,15.1324,float64,93997,213514,0.6943,167,0.0081,0.0,0.0463,0.0,0.0,0.0039,1.0,0.0039,16.2518,309.7269,14224,0.1513,highly_skewed,variable,0.0,non_normal
321,NONLIVINGAREA_AVG,137829,169682,55.1792,0.0,1.0,1.0,0.0284,0.0036,0.0695,2.4516,0.0,0.0277,0.0277,6.5589,64.91,58735,0,0.0,0.0277,0.0277,-0.0415,0.0692,16546,12.0047,float64,137829,169682,0.5518,3290,0.0284,0.0036,0.0695,0.0,0.0,0.0277,1.0,0.0277,6.559,64.9124,16546,0.12,highly_skewed,variable,0.0,non_normal
322,NONLIVINGAREA_MEDI,137829,169682,55.1792,0.0,1.0,1.0,0.0282,0.0031,0.0702,2.485,0.0,0.0266,0.0266,6.5088,63.6517,60954,0,0.0,0.0266,0.0266,-0.0399,0.0665,17254,12.5184,float64,137829,169682,0.5518,3323,0.0282,0.0031,0.0702,0.0,0.0,0.0266,1.0,0.0266,6.5088,63.654,17254,0.1252,highly_skewed,variable,0.0,non_normal
323,NONLIVINGAREA_MODE,137829,169682,55.1792,0.0,1.0,1.0,0.027,0.0011,0.0703,2.5998,0.0,0.0231,0.0231,6.5224,63.3547,67126,0,0.0,0.0231,0.0231,-0.0346,0.0578,18817,13.6524,float64,137829,169682,0.5518,3327,0.027,0.0011,0.0703,0.0,0.0,0.0231,1.0,0.0231,6.5225,63.3571,18817,0.1365,highly_skewed,variable,0.0,non_normal
324,OBS_30_CNT_SOCIAL_CIRCLE,306490,1021,0.332,0.0,348.0,348.0,1.4222,0.0,2.401,1.6882,0.0,2.0,2.0,12.1395,1424.7923,163910,0,0.0,2.0,2.0,-3.0,5.0,19971,6.516,float64,306490,1021,0.0033,33,1.4222,0.0,2.401,0.0,0.0,2.0,348.0,2.0,12.1396,1424.8156,19971,0.0652,highly_skewed,variable,0.0,non_normal
325,OBS_60_CNT_SOCIAL_CIRCLE,306490,1021,0.332,0.0,344.0,344.0,1.4053,0.0,2.3798,1.6935,0.0,2.0,2.0,12.0708,1409.6815,164666,0,0.0,2.0,2.0,-3.0,5.0,19564,6.3832,float64,306490,1021,0.0033,33,1.4053,0.0,2.3798,0.0,0.0,2.0,344.0,2.0,12.0708,1409.7046,19564,0.0638,highly_skewed,variable,0.0,non_normal
326,OWN_CAR_AGE,104582,202929,65.9908,0.0,91.0,91.0,12.0611,9.0,11.9448,0.9904,5.0,15.0,10.0,2.7454,9.2144,2134,0,5.0,15.0,10.0,-10.0,30.0,4932,4.7159,float64,104582,202929,0.6599,62,12.0611,9.0,11.9448,0.0,5.0,15.0,91.0,10.0,2.7454,9.2149,4932,0.0472,highly_skewed,variable,0.0,non_normal
327,POS_CNT_INSTALMENT_FUTURE_MAX,289420,18091,5.883,0.0,84.0,84.0,20.3131,12.0,14.0006,0.6892,12.0,24.0,12.0,1.2912,0.9443,497,0,12.0,24.0,12.0,-6.0,42.0,27660,9.557,float64,289420,18091,0.0588,62,20.3131,12.0,14.0006,0.0,12.0,24.0,84.0,12.0,1.2912,0.9443,27660,0.0956,highly_skewed,variable,0.0,non_normal
328,POS_CNT_INSTALMENT_FUTURE_MEAN,289420,18091,5.883,0.0,60.0,60.0,9.1785,6.95,6.5326,0.7117,5.0,11.6745,6.6745,1.9206,5.1689,497,0,5.0,11.6745,6.6745,-5.0117,21.6862,16223,5.6053,float64,289420,18091,0.0588,39840,9.1785,6.95,6.5326,0.0,5.0,11.6745,60.0,6.6745,1.9206,5.169,16223,0.0561,highly_skewed,variable,0.0,non_normal
329,POS_CNT_INSTALMENT_FUTURE_SUM,289444,18067,5.8752,0.0,5539.0,5539.0,308.19,163.0,380.2564,1.2338,72.0,393.0,321.0,2.6175,9.6201,521,0,72.0,393.0,321.0,-409.5,874.5,23391,8.0814,float64,289444,18067,0.0588,2892,308.19,163.0,380.2564,0.0,72.0,393.0,5539.0,321.0,2.6175,9.6203,23391,0.0808,highly_skewed,variable,0.0,non_normal
330,POS_CNT_INSTALMENT_MAX,289420,18091,5.883,1.0,84.0,83.0,20.4262,12.0,13.9496,0.6829,12.0,24.0,12.0,1.3049,0.9646,0,0,12.0,24.0,12.0,-6.0,42.0,27794,9.6033,float64,289420,18091,0.0588,61,20.4262,12.0,13.9496,1.0,12.0,24.0,84.0,12.0,1.3049,0.9647,27794,0.096,highly_skewed,variable,0.0,non_normal
331,POS_CNT_INSTALMENT_MEAN,289420,18091,5.883,1.0,72.0,71.0,14.6398,12.0,7.9677,0.5443,9.625,18.5556,8.9306,1.4995,3.0417,0,0,9.625,18.5556,8.9306,-3.7708,31.9514,11725,4.0512,float64,289420,18091,0.0588,41222,14.6398,12.0,7.9677,1.0,9.625,18.5556,72.0,8.9306,1.4995,3.0418,11725,0.0405,highly_skewed,variable,0.0,non_normal
332,POS_CNT_INSTALMENT_SUM,289444,18067,5.8752,0.0,7812.0,7812.0,501.4822,288.0,585.1566,1.1669,126.0,660.0,534.0,2.6045,10.0244,24,0,126.0,660.0,534.0,-675.0,1461.0,19889,6.8715,float64,289444,18067,0.0588,4194,501.4822,288.0,585.1566,0.0,126.0,660.0,7812.0,534.0,2.6046,10.0246,19889,0.0687,highly_skewed,variable,0.0,non_normal
333,POS_MONTHS_BALANCE_MAX,289444,18067,5.8752,-96.0,-1.0,95.0,-12.5607,-4.0,18.6629,1.4858,-15.0,-2.0,13.0,-2.2933,4.9258,0,289444,-15.0,-2.0,13.0,-34.5,17.5,31619,10.924,float64,289444,18067,0.0588,96,-12.5607,-4.0,18.6629,-96.0,-15.0,-2.0,-1.0,13.0,-2.2933,4.9259,31619,0.1092,highly_skewed,variable,0.0,non_normal
334,POS_MONTHS_BALANCE_MIN,289444,18067,5.8752,-96.0,-1.0,95.0,-52.7033,-51.0,29.6105,0.5618,-81.0,-25.0,56.0,-0.0417,-1.4265,0,289444,-81.0,-25.0,56.0,-165.0,59.0,0,0.0,float64,289444,18067,0.0588,96,-52.7033,-51.0,29.6105,-96.0,-81.0,-25.0,-1.0,56.0,-0.0417,-1.4265,0,0.0,approximately_symmetric,variable,0.0,non_normal
335,POS_MONTHS_BALANCE_SIZE,289444,18067,5.8752,1.0,295.0,294.0,29.5165,22.0,24.3045,0.8234,12.0,39.0,27.0,1.8332,4.6427,0,0,12.0,39.0,27.0,-28.5,79.5,14121,4.8787,float64,289444,18067,0.0588,227,29.5165,22.0,24.3045,1.0,12.0,39.0,295.0,27.0,1.8332,4.6428,14121,0.0488,highly_skewed,variable,0.0,non_normal
336,POS_NAME_CONTRACT_STATUS_Active_MEAN,289444,18067,5.8752,0.0,1.0,1.0,0.9047,0.9167,0.0747,0.0826,0.875,0.9459,0.0709,-3.2036,23.9568,203,0,0.875,0.9459,0.0709,0.7686,1.0524,11079,3.8277,float64,289444,18067,0.0588,1922,0.9047,0.9167,0.0747,0.0,0.875,0.9459,1.0,0.0709,-3.2036,23.9572,11079,0.0383,highly_skewed,variable,0.0,non_normal
337,POS_NAME_CONTRACT_STATUS_Amortized debt_MEAN,289444,18067,5.8752,0.0,0.5672,0.5672,0.0,0.0,0.0026,166.5554,0.0,0.0,0.0,174.456,31634.4216,289433,0,0.0,0.0,0.0,0.0,0.0,11,0.0038,float64,289444,18067,0.0588,12,0.0,0.0,0.0026,0.0,0.0,0.0,0.5672,0.0,174.4569,31634.9681,0,0.0,highly_skewed,variable,0.0,non_normal
338,POS_NAME_CONTRACT_STATUS_Approved_MEAN,289444,18067,5.8752,0.0,1.0,1.0,0.0006,0.0,0.0075,12.5501,0.0,0.0,0.0,28.8341,1811.095,285514,0,0.0,0.0,0.0,0.0,0.0,3930,1.3578,float64,289444,18067,0.0588,224,0.0006,0.0,0.0075,0.0,0.0,0.0,1.0,0.0,28.8343,1811.1263,0,0.0,highly_skewed,variable,0.0,non_normal
