,column,dtype,non_null_count,missing_count_x,missing_pct,cardinality_count,cardinality_group,high_cardinality_flag,very_high_cardinality_flag,potential_id_flag,numeric_categorical_flag,encoding_recommendation,sample_values,unique_count,missing_count_y,missing_percentage,top_category,top_category_percentage,rare_category_count,rare_category_percentage,rare_grouping_recommended,category_distribution_balance,normalized_entropy,high_cardinality,unseen_category_risk,unseen_category_count,unseen_category_ratio,unseen_categories,potential_typos,train_category_count,test_category_count,train_top_categories,test_top_categories
181,CC_CNT_INSTALMENT_MATURE_CUM_MAX,float64,86905,220606,71.74,120,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '8.0', '17.0', '51.0', '49.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
182,CC_CNT_INSTALMENT_MATURE_CUM_MEAN,float64,86905,220606,71.74,13923,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '14.552083333333334', '44.93258426966292', '52.614583333333336', '47.333333333333336']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
183,CC_DRAWING_LIMIT_RATIO_MAX,float64,86036,221475,72.02,24356,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.840684', '0.977068', '0.4798173333333333', '0.6249166666666667']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
184,CC_DRAWING_LIMIT_RATIO_MEAN,float64,86036,221475,72.02,48938,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.2536991388888889', '0.0214583333333333', '0.3235195714285714', '0.2329968148148148']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
185,CC_MONTHS_BALANCE_MAX,float64,86905,220606,71.74,5,low_cardinality,False,False,False,True,one_hot_encoding or label_encoding,"['-1.0', '-2.0', '-4.0', '-3.0', '-5.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
186,CC_MONTHS_BALANCE_MIN,float64,86905,220606,71.74,96,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['-6.0', '-56.0', '-40.0', '-78.0', '-45.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
187,CC_MONTHS_BALANCE_SIZE,float64,86905,220606,71.74,128,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['6.0', '68.0', '89.0', '34.0', '103.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
188,CC_NAME_CONTRACT_STATUS_Active_MEAN,float64,86905,220606,71.74,1004,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['1.0', '0.9270833333333334', '0.8222222222222222', '0.6438356164383562', '0.5416666666666666']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
189,CC_NAME_CONTRACT_STATUS_Approved_MEAN,float64,86905,220606,71.74,6,low_cardinality,False,False,False,True,one_hot_encoding or label_encoding,"['0.0', '0.0112359550561797', '0.0106382978723404', '0.0105263157894736', '0.0119047619047619']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
190,CC_NAME_CONTRACT_STATUS_Completed_MEAN,float64,86905,220606,71.74,925,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.0365853658536585', '0.2840909090909091', '0.2254901960784313', '0.2212389380530973']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
191,CC_NAME_CONTRACT_STATUS_Demand_MEAN,float64,86905,220606,71.74,16,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.5632183908045977', '0.5638297872340425', '0.4545454545454545', '0.0285714285714285']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
192,CC_NAME_CONTRACT_STATUS_Refused_MEAN,float64,86905,220606,71.74,14,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.0131578947368421', '0.0128205128205128', '0.0117647058823529', '0.0111111111111111']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
193,CC_NAME_CONTRACT_STATUS_Sent proposal_MEAN,float64,86905,220606,71.74,34,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.0120481927710843', '0.0123456790123456', '0.0119047619047619', '0.0108695652173913']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
194,CC_NAME_CONTRACT_STATUS_Signed_MEAN,float64,86905,220606,71.74,252,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.0128205128205128', '0.3698630136986301', '0.0235294117647058', '0.4805194805194805']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
195,CC_NAME_CONTRACT_STATUS_nan_MEAN,float64,86905,220606,71.74,1,single_category,False,False,False,False,drop_column (constant),['0.0'],,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
196,CC_PAYMENT_MIN_RATIO_MAX,float64,59269,248242,80.73,47187,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['6.165', '1.4455530491793902', '2.3254011316952177', '15.489725545893672', '108.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
197,CC_PAYMENT_MIN_RATIO_MEAN,float64,59269,248242,80.73,58279,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['1.1777430423082598', '1.0466968130720338', '1.1631762218629524', '1.230266780202763', '1.4734100156871257']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
198,CC_PAYMENT_TOTAL_RATIO_MAX,float64,59775,247736,80.56,56912,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.1663049533930368', '0.39156644197279', '4.858356815391275', '0.0525159939961176', '0.0931518853766919']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
199,CC_PAYMENT_TOTAL_RATIO_MEAN,float64,59775,247736,80.56,57349,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-2.593249949553239', '0.0381380454056896', '0.1424948768893842', '0.036166836830378', '0.0489126220623376']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
200,CC_RECEIVABLE_LIMIT_RATIO_MAX,float64,86036,221475,72.02,55701,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '1.048959', '1.023996', '1.0376536666666667', '1.0599166153846151']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
201,CC_RECEIVABLE_LIMIT_RATIO_MEAN,float64,86036,221475,72.02,58877,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.05076975', '0.6622554725274725', '0.0266189375', '0.013880294117647']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
202,CC_SK_DPD_DEF_MAX,float64,86905,220606,71.74,52,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '17.0', '91.0', '61.0', '130.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
203,CC_SK_DPD_DEF_MEAN,float64,86905,220606,71.74,1548,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.2962962962962963', '0.0945945945945946', '0.5729166666666666', '0.2093023255813953']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
204,CC_SK_DPD_DEF_SUM,float64,86905,220606,71.74,217,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '88.0', '116385.0', '294.0', '106.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
205,CC_SK_DPD_MAX,float64,86905,220606,71.74,409,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '141.0', '1492.0', '261.0', '1833.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
206,CC_SK_DPD_MEAN,float64,86905,220606,71.74,3606,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '386.96774193548384', '3.3125', '2.3', '0.4588235294117647']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
207,CC_SK_DPD_SUM,float64,86905,220606,71.74,1464,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '30160.0', '46917.0', '726.0', '11522.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
208,CC_SK_ID_PREV_NUNIQUE,float64,86905,220606,71.74,4,low_cardinality,False,False,False,True,one_hot_encoding or label_encoding,"['1.0', '2.0', '3.0', '4.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
209,CNT_CHILDREN,int64,307511,0,0.0,15,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0', '3', '5', '9', '10']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
210,CNT_FAM_MEMBERS,float64,307509,2,0.0,17,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['1.0', '4.0', '9.0', '10.0', '12.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
211,CODE_GENDER,object,307511,0,0.0,3,low_cardinality,False,False,False,False,one_hot_encoding or label_encoding,"['M', 'F', 'XNA']",3.0,0.0,0.0,F,65.83,1.0,33.33,True,moderately_skewed,0.5846,False,False,0.0,0.0,,,3.0,2.0,"f(202448), m(105059), xna(4)","f(32678), m(16066)"
212,COMMONAREA_AVG,float64,92646,214865,69.87,3181,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0143', '0.0956', '0.1801', '0.3545', '0.4934']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
213,COMMONAREA_MEDI,float64,92646,214865,69.87,3202,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0144', '0.0609', '0.2525', '0.1187', '0.1363']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
214,COMMONAREA_MODE,float64,92646,214865,69.87,3128,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0144', '0.37', '0.3211', '0.2469', '0.1811']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
215,DAYS_BIRTH,int64,307511,0,0.0,17460,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-9461', '-19972', '-18027', '-18129', '-18004']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
216,DAYS_EMPLOYED,float64,252137,55374,18.01,12573,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-637.0', '-3659.0', '-3191.0', '-5871.0', '-16452.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
217,DAYS_EMPLOYED_ANOM,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
218,DAYS_ID_PUBLISH,int64,307511,0,0.0,6168,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-2120', '-623', '-3788', '-3575', '-3214']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
219,DAYS_LAST_PHONE_CHANGE,float64,307510,1,0.0,3773,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-1134.0', '-1773.0', '-1123.0', '-34.0', '-2238.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
220,DAYS_REGISTRATION,float64,307511,0,0.0,15688,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-3648.0', '-5786.0', '-10353.0', '-7931.0', '-15901.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
221,DEF_30_CNT_SOCIAL_CIRCLE,float64,306490,1021,0.33,10,low_cardinality,False,False,False,True,one_hot_encoding or label_encoding,"['2.0', '1.0', '4.0', '6.0', '34.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
222,DEF_60_CNT_SOCIAL_CIRCLE,float64,306490,1021,0.33,9,low_cardinality,False,False,False,True,one_hot_encoding or label_encoding,"['2.0', '0.0', '1.0', '3.0', '5.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
223,ELEVATORS_AVG,float64,143620,163891,53.3,257,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '0.056', '0.248', '0.1644', '0.2144']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
224,ELEVATORS_MEDI,float64,143620,163891,53.3,46,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.32', '0.44', '0.9', '0.84']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
225,ELEVATORS_MODE,float64,143620,163891,53.3,26,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.282', '0.3625', '0.5236', '1.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
226,EMERGENCYSTATE_MODE,object,161756,145755,47.4,2,binary,False,False,False,False,binary_encoding or label_encoding,"['No', 'Yes']",2.0,145755.0,47.4,No,98.56,0.0,0.0,False,highly_dominant,0.1087,False,False,0.0,0.0,,,2.0,2.0,"no(159428), yes(2328)","no(26179), yes(356)"
227,ENTRANCES_AVG,float64,152683,154828,50.35,285,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.069', '0.0803', '0.9655', '0.1179', '0.2145']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
228,ENTRANCES_MEDI,float64,152683,154828,50.35,46,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.069', '0.3793', '0.0862', '0.5862', '0.7241']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
229,ENTRANCES_MODE,float64,152683,154828,50.35,30,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.069', '0.3103', '0.4483', '0.6897', '0.8621']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
230,EXT_SOURCE_1,float64,134133,173378,56.38,114584,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0830369673913225', '0.3434592967896681', '0.2675216296877956', '0.2117578022529641', '0.7850698127541171']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
231,EXT_SOURCE_2,float64,306851,660,0.21,119831,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.2629485927471776', '0.3503576730780357', '0.3810117710759585', '0.7848345149129441', '0.1417418829157293']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
232,EXT_SOURCE_3,float64,246546,60965,19.83,814,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.1393757800997895', '0.4632753280912678', '0.6041125998015721', '0.158554899794863', '0.0353564629252589']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
233,FLAG_CONT_MOBILE,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['1', '0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
234,FLAG_DOCUMENT_10,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
235,FLAG_DOCUMENT_11,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
236,FLAG_DOCUMENT_12,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
237,FLAG_DOCUMENT_13,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
238,FLAG_DOCUMENT_14,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
239,FLAG_DOCUMENT_15,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
240,FLAG_DOCUMENT_16,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
241,FLAG_DOCUMENT_17,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
242,FLAG_DOCUMENT_18,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
243,FLAG_DOCUMENT_19,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
244,FLAG_DOCUMENT_2,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
245,FLAG_DOCUMENT_20,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
246,FLAG_DOCUMENT_21,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
247,FLAG_DOCUMENT_3,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['1', '0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
248,FLAG_DOCUMENT_4,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
249,FLAG_DOCUMENT_5,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
250,FLAG_DOCUMENT_6,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
251,FLAG_DOCUMENT_7,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
252,FLAG_DOCUMENT_8,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
253,FLAG_DOCUMENT_9,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
254,FLAG_EMAIL,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
255,FLAG_EMP_PHONE,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['1', '0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
256,FLAG_MOBIL,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['1', '0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
257,FLAG_OWN_CAR,object,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['N', 'Y']",2.0,0.0,0.0,N,65.99,0.0,0.0,False,moderately_skewed,0.9249,False,False,0.0,0.0,,,2.0,2.0,"n(202924), y(104587)","n(32311), y(16433)"
258,FLAG_OWN_REALTY,object,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['Y', 'N']",2.0,0.0,0.0,Y,69.37,0.0,0.0,False,moderately_skewed,0.8889,False,False,0.0,0.0,,,2.0,2.0,"y(213312), n(94199)","y(33658), n(15086)"
259,FLAG_PHONE,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['1', '0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
260,FLAG_WORK_PHONE,int64,307511,0,0.0,2,binary,False,False,False,False,binary_encoding or label_encoding,"['0', '1']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
261,FLOORSMAX_AVG,float64,154491,153020,49.76,403,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0833', '0.1388', '0.1525', '0.28', '0.3175']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
262,FLOORSMAX_MEDI,float64,154491,153020,49.76,49,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0833', '0.2083', '0.4792', '0.875', '0.75']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
263,FLOORSMAX_MODE,float64,154491,153020,49.76,25,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0833', '0.375', '0.125', '0.9583', '0.7083']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
264,FLOORSMIN_AVG,float64,98869,208642,67.85,305,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.125', '0.3417', '0.6725', '0.6833', '0.3175']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
265,FLOORSMIN_MEDI,float64,98869,208642,67.85,47,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.125', '0.5', '0.5833', '0.6458', '0.75']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
266,FLOORSMIN_MODE,float64,98869,208642,67.85,25,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.125', '0.2083', '0.625', '0.5833', '0.75']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
267,FONDKAPREMONT_MODE,object,97216,210295,68.39,4,low_cardinality,False,False,False,False,one_hot_encoding or label_encoding,"['reg oper account', 'org spec account', 'reg oper spec account', 'not specified']",4.0,210295.0,68.39,reg oper account,75.94,0.0,0.0,False,moderately_skewed,0.5763,False,False,0.0,0.0,,,4.0,4.0,"reg oper account(73830), reg oper spec account(12080), not specified(5687)","reg oper account(12124), reg oper spec account(1990), org spec account(920)"
268,HOUR_APPR_PROCESS_START,int64,307511,0,0.0,24,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['10', '16', '7', '19', '4']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
269,HOUSETYPE_MODE,object,153214,154297,50.18,3,low_cardinality,False,False,False,False,one_hot_encoding or label_encoding,"['block of flats', 'terraced house', 'specific housing']",3.0,154297.0,50.18,block of flats,98.23,2.0,66.67,True,highly_dominant,0.092,False,False,0.0,0.0,,,3.0,3.0,"block of flats(150503), specific housing(1499), terraced house(1212)","block of flats(24659), specific housing(262), terraced house(204)"
270,INS_AMT_INSTALMENT_MAX,float64,291643,15868,5.16,236626,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['53093.745', '24065.775', '25923.42', '1254571.38', '5590.98']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
271,INS_AMT_INSTALMENT_MEAN,float64,291643,15868,5.16,288020,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['11559.24710526316', '10210.03415492958', '10638.466363636364', '5664.7125', '7536.962213114754']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
272,INS_AMT_INSTALMENT_SUM,float64,291643,15868,5.16,287801,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['219625.695', '200023.38', '151784.505', '24103.08', '4662625.95']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
273,INS_AMT_PAYMENT_MAX,float64,291635,15876,5.16,229572,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['53093.745', '301069.71', '160191.27', '24744.06', '6808.32']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
274,INS_AMT_PAYMENT_MEAN,float64,291635,15876,5.16,288396,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['11559.24710526316', '38248.4594117647', '7334.955', '9765.287068965516', '8824.185000000001']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
275,INS_AMT_PAYMENT_MIN,float64,291635,15876,5.16,134230,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['9251.775', '5880.87', '11636.82', '4461.03', '1804.95']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
276,INS_AMT_PAYMENT_SUM,float64,291643,15868,5.16,287364,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['219625.695', '803241.9450000001', '76613.76', '72924.615', '57095.01']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
277,INS_DAYS_ENTRY_PAYMENT_MAX,float64,291635,15876,5.16,2937,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-49.0', '-2092.0', '-374.0', '-1174.0', '-2327.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
278,INS_DAYS_ENTRY_PAYMENT_MEAN,float64,291635,15876,5.16,212229,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-315.42105263157896', '-296.86046511627904', '-454.78', '-940.896551724138', '-1894.217391304348']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
279,INS_DAYS_ENTRY_PAYMENT_MIN,float64,291635,15876,5.16,3035,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-587.0', '-783.0', '-329.0', '-2152.0', '-2860.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
280,INS_DAYS_INSTALMENT_MAX,float64,291643,15868,5.16,2918,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-25.0', '-1323.0', '-1261.0', '-2066.0', '-2512.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
281,INS_DAYS_INSTALMENT_MEAN,float64,291643,15868,5.16,183580,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-295.0', '-380.1515151515151', '-268.42105263157896', '-1279.857142857143', '-764.8085106382979']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
282,INS_DAYS_INSTALMENT_MIN,float64,291643,15868,5.16,2920,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-565.0', '-776.0', '-2046.0', '-2843.0', '-916.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
283,INS_DBD_MAX,float64,291635,15876,5.16,422,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['31.0', '122.0', '242.0', '193.0', '492.0']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
284,INS_DBD_MEAN,float64,291635,15876,5.16,57205,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['20.42105263157895', '22.97058823529412', '26.52380952380953', '12.306122448979592', '3.601769911504425']",,,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,
