,column,dtype,non_null_count_x,unique_count,unique_percentage,duplicate_count,duplicate_value_ratio,constant_flag,top_value_percentage,quasi_constant_flag,top_value,top_value_count,top_values_preview,non_null_count_y,dominant_value,dominant_value_pct,second_dominant_value,second_dominant_pct,top_values,suspicious_uniformity_flag,dominance_note
149,CC_AMT_DRAWINGS_CURRENT_MEAN,float64,86905,49079,56.47,37826,43.53,False,31.38,False,0.0,27269,"[(np.float64(0.0), 27269), (np.float64(22500.0), 141), (np.float64(11250.0), 127)]",86905,0.0,31.38,22500.0,0.16,"[('0.0', 31.38), ('22500.0', 0.16), ('11250.0', 0.15)]",False,Most frequent dominates with 31.38%
150,CC_AMT_DRAWINGS_CURRENT_SUM,float64,86905,40377,46.46,46528,53.54,False,31.38,False,0.0,27269,"[(np.float64(0.0), 27269), (np.float64(135000.0), 925), (np.float64(90000.0), 822)]",86905,0.0,31.38,135000.0,1.06,"[('0.0', 31.38), ('135000.0', 1.06), ('90000.0', 0.95)]",False,Most frequent dominates with 31.38%
151,CC_AMT_DRAWINGS_POS_CURRENT_MAX,float64,61140,28865,47.21,32275,52.79,False,44.07,False,0.0,26944,"[(np.float64(0.0), 26944), (np.float64(45000.0), 172), (np.float64(450.0), 142)]",61140,0.0,44.07,45000.0,0.28,"[('0.0', 44.07), ('45000.0', 0.28), ('450.0', 0.23)]",False,Most frequent dominates with 44.07%
152,CC_AMT_DRAWINGS_POS_CURRENT_MEAN,float64,61140,33409,54.64,27731,45.36,False,44.07,False,0.0,26944,"[(np.float64(0.0), 26944), (np.float64(90.0), 13), (np.float64(56.25), 12)]",61140,0.0,44.07,90.0,0.02,"[('0.0', 44.07), ('90.0', 0.02), ('56.25', 0.02)]",False,Most frequent dominates with 44.07%
153,CC_AMT_DRAWINGS_POS_CURRENT_SUM,float64,86905,31661,36.43,55244,63.57,False,60.65,False,0.0,52709,"[(np.float64(0.0), 52709), (np.float64(450.0), 113), (np.float64(45000.0), 92)]",86905,0.0,60.65,450.0,0.13,"[('0.0', 60.65), ('450.0', 0.13), ('45000.0', 0.11)]",False,Most frequent dominates with 60.65%
154,CC_AMT_INST_MIN_REGULARITY_MAX,float64,86905,32000,36.82,54905,63.18,False,31.79,False,0.0,27626,"[(np.float64(0.0), 27626), (np.float64(9000.0), 4720), (np.float64(2250.0), 3394)]",86905,0.0,31.79,9000.0,5.43,"[('0.0', 31.79), ('9000.0', 5.43), ('2250.0', 3.91)]",False,Most frequent dominates with 31.79%
155,CC_AMT_INST_MIN_REGULARITY_MEAN,float64,86905,57384,66.03,29521,33.97,False,31.79,False,0.0,27626,"[(np.float64(0.0), 27626), (np.float64(9000.0), 95), (np.float64(4500.0), 79)]",86905,0.0,31.79,9000.0,0.11,"[('0.0', 31.79), ('9000.0', 0.11), ('4500.0', 0.09)]",False,Most frequent dominates with 31.79%
156,CC_AMT_PAYMENT_CURRENT_MAX,float64,61060,25753,42.18,35307,57.82,False,2.11,False,22500.0,1291,"[(np.float64(22500.0), 1291), (np.float64(13500.0), 1247), (np.float64(45000.0), 1238)]",61060,22500.0,2.11,13500.0,2.04,"[('22500.0', 2.11), ('13500.0', 2.04), ('45000.0', 2.03)]",False,Most frequent dominates with 2.11%
157,CC_AMT_PAYMENT_CURRENT_MEAN,float64,61060,56763,92.96,4297,7.04,False,0.21,False,0.0,129,"[(np.float64(0.0), 129), (np.float64(9000.0), 91), (np.float64(4500.0), 85)]",61060,0.0,0.21,9000.0,0.15,"[('0.0', 0.21), ('9000.0', 0.15), ('4500.0', 0.14)]",False,Most frequent dominates with 0.21%
158,CC_AMT_PAYMENT_CURRENT_SUM,float64,86905,54228,62.4,32677,37.6,False,29.89,False,0.0,25974,"[(np.float64(0.0), 25974), (np.float64(225000.0), 112), (np.float64(45000.0), 83)]",86905,0.0,29.89,225000.0,0.13,"[('0.0', 29.89), ('225000.0', 0.13), ('45000.0', 0.1)]",False,Most frequent dominates with 29.89%
159,CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,float64,86905,30350,34.92,56555,65.08,False,30.17,False,0.0,26218,"[(np.float64(0.0), 26218), (np.float64(13500.0), 1188), (np.float64(22500.0), 1188)]",86905,0.0,30.17,13500.0,1.37,"[('0.0', 30.17), ('13500.0', 1.37), ('22500.0', 1.37)]",False,Most frequent dominates with 30.17%
160,CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,float64,86905,57831,66.55,29074,33.45,False,30.17,False,0.0,26218,"[(np.float64(0.0), 26218), (np.float64(11250.0), 50), (np.float64(9000.0), 40)]",86905,0.0,30.17,11250.0,0.06,"[('0.0', 30.17), ('11250.0', 0.06), ('9000.0', 0.05)]",False,Most frequent dominates with 30.17%
161,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,float64,86905,52944,60.92,33961,39.08,False,30.17,False,0.0,26218,"[(np.float64(0.0), 26218), (np.float64(225000.0), 117), (np.float64(135000.0), 76)]",86905,0.0,30.17,225000.0,0.13,"[('0.0', 30.17), ('225000.0', 0.13), ('135000.0', 0.09)]",False,Most frequent dominates with 30.17%
162,CC_AMT_RECEIVABLE_PRINCIPAL_MAX,float64,86905,46271,53.24,40634,46.76,False,32.24,False,0.0,28020,"[(np.float64(0.0), 28020), (np.float64(180000.0), 1446), (np.float64(135000.0), 1406)]",86905,0.0,32.24,180000.0,1.66,"[('0.0', 32.24), ('180000.0', 1.66), ('135000.0', 1.62)]",False,Most frequent dominates with 32.24%
163,CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,float64,86905,58549,67.37,28356,32.63,False,32.21,False,0.0,27991,"[(np.float64(0.0), 27991), (np.float64(45000.0), 28), (np.float64(4500.0), 19)]",86905,0.0,32.21,45000.0,0.03,"[('0.0', 32.21), ('45000.0', 0.03), ('4500.0', 0.02)]",False,Most frequent dominates with 32.21%
164,CC_AMT_RECEIVABLE_PRINCIPAL_SUM,float64,86905,57768,66.47,29137,33.53,False,32.21,False,0.0,27991,"[(np.float64(0.0), 27991), (np.float64(45000.0), 98), (np.float64(90000.0), 58)]",86905,0.0,32.21,45000.0,0.11,"[('0.0', 32.21), ('45000.0', 0.11), ('90000.0', 0.07)]",False,Most frequent dominates with 32.21%
165,CC_AMT_TOTAL_RECEIVABLE_MAX,float64,86905,56422,64.92,30483,35.08,False,31.68,False,0.0,27528,"[(np.float64(0.0), 27528), (np.float64(67.5), 143), (np.float64(45000.0), 94)]",86905,0.0,31.68,67.5,0.16,"[('0.0', 31.68), ('67.5', 0.16), ('45000.0', 0.11)]",False,Most frequent dominates with 31.68%
166,CC_AMT_TOTAL_RECEIVABLE_MEAN,float64,86905,59521,68.49,27384,31.51,False,31.22,False,0.0,27131,"[(np.float64(0.0), 27131), (np.float64(0.9642857142857144), 31), (np.float64(45000.0), 22)]",86905,0.0,31.22,0.9642857142857144,0.04,"[('0.0', 31.22), ('0.9642857142857144', 0.04), ('45000.0', 0.03)]",False,Most frequent dominates with 31.22%
167,CC_AMT_TOTAL_RECEIVABLE_SUM,float64,86905,58867,67.74,28038,32.26,False,31.22,False,0.0,27131,"[(np.float64(0.0), 27131), (np.float64(67.5), 137), (np.float64(45000.0), 40)]",86905,0.0,31.22,67.5,0.16,"[('0.0', 31.22), ('67.5', 0.16), ('45000.0', 0.05)]",False,Most frequent dominates with 31.22%
168,CC_BALANCE_LIMIT_RATIO_MAX,float64,86036,56087,65.19,29949,34.81,False,30.92,False,0.0,26600,"[(np.float64(0.0), 26600), (np.float64(1.0227), 324), (np.float64(1.0577), 188)]",86036,0.0,30.92,1.0227,0.38,"[('0.0', 30.92), ('1.0227', 0.38), ('1.0577', 0.22)]",False,Most frequent dominates with 30.92%
169,CC_BALANCE_LIMIT_RATIO_MEAN,float64,86036,59104,68.7,26932,31.3,False,30.89,False,0.0,26577,"[(np.float64(0.0), 26577), (np.float64(0.258725), 5), (np.float64(0.25), 4)]",86036,0.0,30.89,0.258725,0.01,"[('0.0', 30.89), ('0.258725', 0.01), ('0.25', 0.0)]",False,Most frequent dominates with 30.89%
170,CC_CC_LATE_FLAG_MEAN,float64,86905,1422,1.64,85483,98.36,False,79.42,False,0.0,69023,"[(np.float64(0.0), 69023), (np.float64(0.0104166666666666), 890), (np.float64(0.0208333333333333), 591)]",86905,0.0,79.42,0.0104166666666666,1.02,"[('0.0', 79.42), ('0.0104166666666666', 1.02), ('0.0208333333333333', 0.68)]",False,Most frequent dominates with 79.42%
171,CC_CC_LATE_FLAG_SUM,float64,86905,91,0.1,86814,99.9,False,79.42,False,0.0,69023,"[(np.float64(0.0), 69023), (np.float64(1.0), 5477), (np.float64(2.0), 2627)]",86905,0.0,79.42,1.0,6.3,"[('0.0', 79.42), ('1.0', 6.3), ('2.0', 3.02)]",False,Most frequent dominates with 79.42%
172,CC_CNT_DRAWINGS_ATM_CURRENT_MAX,float64,61140,44,0.07,61096,99.93,False,16.11,False,0.0,9852,"[(np.float64(0.0), 9852), (np.float64(3.0), 8965), (np.float64(4.0), 8024)]",61140,0.0,16.11,3.0,14.66,"[('0.0', 16.11), ('3.0', 14.66), ('4.0', 13.12)]",False,Most frequent dominates with 16.11%
173,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,float64,61140,3385,5.54,57755,94.46,False,16.11,False,0.0,9852,"[(np.float64(0.0), 9852), (np.float64(1.0), 1244), (np.float64(0.5), 916)]",61140,0.0,16.11,1.0,2.03,"[('0.0', 16.11), ('1.0', 2.03), ('0.5', 1.5)]",False,Most frequent dominates with 16.11%
174,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,float64,86905,163,0.19,86742,99.81,False,40.98,False,0.0,35617,"[(np.float64(0.0), 35617), (np.float64(3.0), 3041), (np.float64(2.0), 2969)]",86905,0.0,40.98,3.0,3.5,"[('0.0', 40.98), ('3.0', 3.5), ('2.0', 3.42)]",False,Most frequent dominates with 40.98%
175,CC_CNT_DRAWINGS_CURRENT_MAX,float64,86905,119,0.14,86786,99.86,False,31.91,False,0.0,27733,"[(np.float64(0.0), 27733), (np.float64(4.0), 6665), (np.float64(3.0), 6457)]",86905,0.0,31.91,4.0,7.67,"[('0.0', 31.91), ('4.0', 7.67), ('3.0', 7.43)]",False,Most frequent dominates with 31.91%
176,CC_CNT_DRAWINGS_CURRENT_MEAN,float64,86905,6584,7.58,80321,92.42,False,31.91,False,0.0,27733,"[(np.float64(0.0), 27733), (np.float64(1.0), 859), (np.float64(0.5), 587)]",86905,0.0,31.91,1.0,0.99,"[('0.0', 31.91), ('1.0', 0.99), ('0.5', 0.68)]",False,Most frequent dominates with 31.91%
177,CC_CNT_DRAWINGS_CURRENT_SUM,float64,86905,548,0.63,86357,99.37,False,31.91,False,0.0,27733,"[(np.float64(0.0), 27733), (np.float64(1.0), 2283), (np.float64(4.0), 2074)]",86905,0.0,31.91,1.0,2.63,"[('0.0', 31.91), ('1.0', 2.63), ('4.0', 2.39)]",False,Most frequent dominates with 31.91%
178,CC_CNT_DRAWINGS_POS_CURRENT_MAX,float64,61140,123,0.2,61017,99.8,False,44.07,False,0.0,26944,"[(np.float64(0.0), 26944), (np.float64(1.0), 5931), (np.float64(2.0), 3403)]",61140,0.0,44.07,1.0,9.7,"[('0.0', 44.07), ('1.0', 9.7), ('2.0', 5.57)]",False,Most frequent dominates with 44.07%
179,CC_CNT_DRAWINGS_POS_CURRENT_MEAN,float64,61140,5024,8.22,56116,91.78,False,44.07,False,0.0,26944,"[(np.float64(0.0), 26944), (np.float64(1.0), 540), (np.float64(0.5), 366)]",61140,0.0,44.07,1.0,0.88,"[('0.0', 44.07), ('1.0', 0.88), ('0.5', 0.6)]",False,Most frequent dominates with 44.07%
180,CC_CNT_DRAWINGS_POS_CURRENT_SUM,float64,86905,532,0.61,86373,99.39,False,60.65,False,0.0,52709,"[(np.float64(0.0), 52709), (np.float64(1.0), 3995), (np.float64(2.0), 2164)]",86905,0.0,60.65,1.0,4.6,"[('0.0', 60.65), ('1.0', 4.6), ('2.0', 2.49)]",False,Most frequent dominates with 60.65%
181,CC_CNT_INSTALMENT_MATURE_CUM_MAX,float64,86905,120,0.14,86785,99.86,False,31.52,False,0.0,27390,"[(np.float64(0.0), 27390), (np.float64(5.0), 3588), (np.float64(6.0), 3440)]",86905,0.0,31.52,5.0,4.13,"[('0.0', 31.52), ('5.0', 4.13), ('6.0', 3.96)]",False,Most frequent dominates with 31.52%
182,CC_CNT_INSTALMENT_MATURE_CUM_MEAN,float64,86905,13923,16.02,72982,83.98,False,31.52,False,0.0,27390,"[(np.float64(0.0), 27390), (np.float64(2.142857142857143), 1086), (np.float64(2.625), 980)]",86905,0.0,31.52,2.142857142857143,1.25,"[('0.0', 31.52), ('2.142857142857143', 1.25), ('2.625', 1.13)]",False,Most frequent dominates with 31.52%
183,CC_DRAWING_LIMIT_RATIO_MAX,float64,86036,24356,28.31,61680,71.69,False,31.65,False,0.0,27231,"[(np.float64(0.0), 27231), (np.float64(1.0), 11569), (np.float64(0.5), 1573)]",86036,0.0,31.65,1.0,13.45,"[('0.0', 31.65), ('1.0', 13.45), ('0.5', 1.83)]",False,Most frequent dominates with 31.65%
184,CC_DRAWING_LIMIT_RATIO_MEAN,float64,86036,48938,56.88,37098,43.12,False,31.65,False,0.0,27231,"[(np.float64(0.0), 27231), (np.float64(0.1428571428571428), 177), (np.float64(0.0333333333333333), 137)]",86036,0.0,31.65,0.1428571428571428,0.21,"[('0.0', 31.65), ('0.1428571428571428', 0.21), ('0.0333333333333333', 0.16)]",False,Most frequent dominates with 31.65%
185,CC_MONTHS_BALANCE_MAX,float64,86905,5,0.01,86900,99.99,False,59.87,False,-1.0,52030,"[(np.float64(-1.0), 52030), (np.float64(-2.0), 28062), (np.float64(-3.0), 5225)]",86905,-1.0,59.87,-2.0,32.29,"[('-1.0', 59.87), ('-2.0', 32.29), ('-3.0', 6.01)]",False,Most frequent dominates with 59.87%
186,CC_MONTHS_BALANCE_MIN,float64,86905,96,0.11,86809,99.89,False,10.91,False,-96.0,9484,"[(np.float64(-96.0), 9484), (np.float64(-8.0), 4212), (np.float64(-9.0), 3828)]",86905,-96.0,10.91,-8.0,4.85,"[('-96.0', 10.91), ('-8.0', 4.85), ('-9.0', 4.4)]",False,Most frequent dominates with 10.91%
187,CC_MONTHS_BALANCE_SIZE,float64,86905,128,0.15,86777,99.85,False,7.08,False,96.0,6153,"[(np.float64(96.0), 6153), (np.float64(8.0), 4032), (np.float64(7.0), 4004)]",86905,96.0,7.08,8.0,4.64,"[('96.0', 7.08), ('8.0', 4.64), ('7.0', 4.61)]",False,Most frequent dominates with 7.08%
188,CC_NAME_CONTRACT_STATUS_Active_MEAN,float64,86905,1004,1.16,85901,98.84,False,83.1,False,1.0,72218,"[(np.float64(1.0), 72218), (np.float64(0.75), 316), (np.float64(0.8571428571428571), 283)]",86905,1.0,83.1,0.75,0.36,"[('1.0', 83.1), ('0.75', 0.36), ('0.8571428571428571', 0.33)]",False,Most frequent dominates with 83.1%
189,CC_NAME_CONTRACT_STATUS_Approved_MEAN,float64,86905,6,0.01,86899,99.99,False,99.99,True,0.0,86900,"[(np.float64(0.0), 86900), (np.float64(0.0112359550561797), 1), (np.float64(0.0106382978723404), 1)]",86905,0.0,99.99,0.0112359550561797,0.0,"[('0.0', 99.99), ('0.0112359550561797', 0.0), ('0.0106382978723404', 0.0)]",True,Appears uniformly dominated
190,CC_NAME_CONTRACT_STATUS_Completed_MEAN,float64,86905,925,1.06,85980,98.94,False,87.79,False,0.0,76297,"[(np.float64(0.0), 76297), (np.float64(0.25), 276), (np.float64(0.3333333333333333), 223)]",86905,0.0,87.79,0.25,0.32,"[('0.0', 87.79), ('0.25', 0.32), ('0.3333333333333333', 0.26)]",False,Most frequent dominates with 87.79%
191,CC_NAME_CONTRACT_STATUS_Demand_MEAN,float64,86905,16,0.02,86889,99.98,False,99.98,True,0.0,86890,"[(np.float64(0.0), 86890), (np.float64(0.7363636363636363), 1), (np.float64(0.5730337078651685), 1)]",86905,0.0,99.98,0.7363636363636363,0.0,"[('0.0', 99.98), ('0.7363636363636363', 0.0), ('0.5730337078651685', 0.0)]",True,Appears uniformly dominated
192,CC_NAME_CONTRACT_STATUS_Refused_MEAN,float64,86905,14,0.02,86891,99.98,False,99.98,True,0.0,86891,"[(np.float64(0.0), 86891), (np.float64(0.0117647058823529), 2), (np.float64(0.0131578947368421), 1)]",86905,0.0,99.98,0.0117647058823529,0.0,"[('0.0', 99.98), ('0.0117647058823529', 0.0), ('0.0131578947368421', 0.0)]",True,Appears uniformly dominated
193,CC_NAME_CONTRACT_STATUS_Sent proposal_MEAN,float64,86905,34,0.04,86871,99.96,False,99.47,True,0.0,86445,"[(np.float64(0.0), 86445), (np.float64(0.0106382978723404), 28), (np.float64(0.0117647058823529), 25)]",86905,0.0,99.47,0.0106382978723404,0.03,"[('0.0', 99.47), ('0.0106382978723404', 0.03), ('0.0117647058823529', 0.03)]",True,Appears uniformly dominated
194,CC_NAME_CONTRACT_STATUS_Signed_MEAN,float64,86905,252,0.29,86653,99.71,False,95.06,True,0.0,82614,"[(np.float64(0.0), 82614), (np.float64(0.1428571428571428), 135), (np.float64(0.125), 131)]",86905,0.0,95.06,0.1428571428571428,0.16,"[('0.0', 95.06), ('0.1428571428571428', 0.16), ('0.125', 0.15)]",False,Most frequent dominates with 95.06%
195,CC_NAME_CONTRACT_STATUS_nan_MEAN,float64,86905,1,0.0,86904,100.0,True,100.0,True,0.0,86905,"[(np.float64(0.0), 86905)]",86905,0.0,100.0,,,"[('0.0', 100.0)]",True,Appears uniformly dominated
196,CC_PAYMENT_MIN_RATIO_MAX,float64,59269,47187,79.61,12082,20.39,False,1.33,False,2.0,789,"[(np.float64(2.0), 789), (np.float64(4.0), 442), (np.float64(3.0), 337)]",59269,2.0,1.33,4.0,0.75,"[('2.0', 1.33), ('4.0', 0.75), ('3.0', 0.57)]",False,Most frequent dominates with 1.33%
197,CC_PAYMENT_MIN_RATIO_MEAN,float64,59269,58279,98.33,990,1.67,False,0.33,False,1.0,193,"[(np.float64(1.0), 193), (np.float64(0.0), 121), (np.float64(2.0), 24)]",59269,1.0,0.33,0.0,0.2,"[('1.0', 0.33), ('0.0', 0.2), ('2.0', 0.04)]",False,Most frequent dominates with 0.33%
198,CC_PAYMENT_TOTAL_RATIO_MAX,float64,59775,56912,95.21,2863,4.79,False,3.17,False,0.0,1897,"[(np.float64(0.0), 1897), (np.float64(1.0), 33), (np.float64(-1.0), 19)]",59775,0.0,3.17,1.0,0.06,"[('0.0', 3.17), ('1.0', 0.06), ('-1.0', 0.03)]",False,Most frequent dominates with 3.17%
199,CC_PAYMENT_TOTAL_RATIO_MEAN,float64,59775,57349,95.94,2426,4.06,False,3.16,False,0.0,1886,"[(np.float64(0.0), 1886), (np.float64(1.0), 15), (np.float64(-1.0), 11)]",59775,0.0,3.16,1.0,0.03,"[('0.0', 3.16), ('1.0', 0.03), ('-1.0', 0.02)]",False,Most frequent dominates with 3.16%
200,CC_RECEIVABLE_LIMIT_RATIO_MAX,float64,86036,55701,64.74,30335,35.26,False,31.1,False,0.0,26756,"[(np.float64(0.0), 26756), (np.float64(1.0227), 322), (np.float64(1.0577), 188)]",86036,0.0,31.1,1.0227,0.37,"[('0.0', 31.1), ('1.0227', 0.37), ('1.0577', 0.22)]",False,Most frequent dominates with 31.1%
201,CC_RECEIVABLE_LIMIT_RATIO_MEAN,float64,86036,58877,68.43,27159,31.57,False,31.05,False,0.0,26711,"[(np.float64(0.0), 26711), (np.float64(0.3333333333333333), 10), (np.float64(2.1428571428571428e-05), 10)]",86036,0.0,31.05,0.3333333333333333,0.01,"[('0.0', 31.05), ('0.3333333333333333', 0.01), ('2.1428571428571428e-05', 0.01)]",False,Most frequent dominates with 31.05%
202,CC_SK_DPD_DEF_MAX,float64,86905,52,0.06,86853,99.94,False,82.92,False,0.0,72063,"[(np.float64(0.0), 72063), (np.float64(1.0), 12568), (np.float64(8.0), 929)]",86905,0.0,82.92,1.0,14.46,"[('0.0', 82.92), ('1.0', 14.46), ('8.0', 1.07)]",False,Most frequent dominates with 82.92%
203,CC_SK_DPD_DEF_MEAN,float64,86905,1548,1.78,85357,98.22,False,82.92,False,0.0,72063,"[(np.float64(0.0), 72063), (np.float64(0.0104166666666666), 923), (np.float64(0.0208333333333333), 555)]",86905,0.0,82.92,0.0104166666666666,1.06,"[('0.0', 82.92), ('0.0104166666666666', 1.06), ('0.0208333333333333', 0.64)]",False,Most frequent dominates with 82.92%
204,CC_SK_DPD_DEF_SUM,float64,86905,217,0.25,86688,99.75,False,82.92,False,0.0,72063,"[(np.float64(0.0), 72063), (np.float64(1.0), 3361), (np.float64(2.0), 2038)]",86905,0.0,82.92,1.0,3.87,"[('0.0', 82.92), ('1.0', 3.87), ('2.0', 2.35)]",False,Most frequent dominates with 82.92%
205,CC_SK_DPD_MAX,float64,86905,409,0.47,86496,99.53,False,79.42,False,0.0,69023,"[(np.float64(0.0), 69023), (np.float64(1.0), 11586), (np.float64(8.0), 1416)]",86905,0.0,79.42,1.0,13.33,"[('0.0', 79.42), ('1.0', 13.33), ('8.0', 1.63)]",False,Most frequent dominates with 79.42%
206,CC_SK_DPD_MEAN,float64,86905,3606,4.15,83299,95.85,False,79.42,False,0.0,69023,"[(np.float64(0.0), 69023), (np.float64(0.0104166666666666), 879), (np.float64(0.0208333333333333), 543)]",86905,0.0,79.42,0.0104166666666666,1.01,"[('0.0', 79.42), ('0.0104166666666666', 1.01), ('0.0208333333333333', 0.62)]",False,Most frequent dominates with 79.42%
207,CC_SK_DPD_SUM,float64,86905,1464,1.68,85441,98.32,False,79.42,False,0.0,69023,"[(np.float64(0.0), 69023), (np.float64(1.0), 3188), (np.float64(2.0), 1896)]",86905,0.0,79.42,1.0,3.67,"[('0.0', 79.42), ('1.0', 3.67), ('2.0', 2.18)]",False,Most frequent dominates with 79.42%
208,CC_SK_ID_PREV_NUNIQUE,float64,86905,4,0.0,86901,100.0,False,99.38,True,1.0,86363,"[(np.float64(1.0), 86363), (np.float64(2.0), 538), (np.float64(3.0), 3)]",86905,1.0,99.38,2.0,0.62,"[('1.0', 99.38), ('2.0', 0.62), ('3.0', 0.0)]",True,Appears uniformly dominated
209,CNT_CHILDREN,int64,307511,15,0.0,307496,100.0,False,70.04,False,0,215371,"[(np.int64(0), 215371), (np.int64(1), 61119), (np.int64(2), 26749)]",307511,0,70.04,1,19.88,"[('0', 70.04), ('1', 19.88), ('2', 8.7)]",False,Most frequent dominates with 70.04%
210,CNT_FAM_MEMBERS,float64,307509,17,0.01,307492,99.99,False,51.5,False,2.0,158357,"[(np.float64(2.0), 158357), (np.float64(1.0), 67847), (np.float64(3.0), 52601)]",307509,2.0,51.5,1.0,22.06,"[('2.0', 51.5), ('1.0', 22.06), ('3.0', 17.11)]",False,Most frequent dominates with 51.5%
211,CODE_GENDER,object,307511,3,0.0,307508,100.0,False,65.83,False,F,202448,"[('F', 202448), ('M', 105059), ('XNA', 4)]",307511,F,65.83,M,34.16,"[('F', 65.83), ('M', 34.16), ('XNA', 0.0)]",False,Most frequent dominates with 65.83%
212,COMMONAREA_AVG,float64,92646,3181,3.43,89465,96.57,False,9.11,False,0.0,8442,"[(np.float64(0.0), 8442), (np.float64(0.0079), 544), (np.float64(0.0078), 475)]",92646,0.0,9.11,0.0079,0.59,"[('0.0', 9.11), ('0.0079', 0.59), ('0.0078', 0.51)]",False,Most frequent dominates with 9.11%
213,COMMONAREA_MEDI,float64,92646,3202,3.46,89444,96.54,False,9.38,False,0.0,8691,"[(np.float64(0.0), 8691), (np.float64(0.0079), 581), (np.float64(0.008), 486)]",92646,0.0,9.38,0.0079,0.63,"[('0.0', 9.38), ('0.0079', 0.63), ('0.008', 0.52)]",False,Most frequent dominates with 9.38%
214,COMMONAREA_MODE,float64,92646,3128,3.38,89518,96.62,False,10.46,False,0.0,9690,"[(np.float64(0.0), 9690), (np.float64(0.008), 546), (np.float64(0.0079), 543)]",92646,0.0,10.46,0.008,0.59,"[('0.0', 10.46), ('0.008', 0.59), ('0.0079', 0.59)]",False,Most frequent dominates with 10.46%
215,DAYS_BIRTH,int64,307511,17460,5.68,290051,94.32,False,0.01,False,-13749,43,"[(np.int64(-13749), 43), (np.int64(-13481), 42), (np.int64(-10020), 41)]",307511,-13749,0.01,-13481,0.01,"[('-13749', 0.01), ('-13481', 0.01), ('-10020', 0.01)]",False,Most frequent dominates with 0.01%
216,DAYS_EMPLOYED,float64,252137,12573,4.99,239564,95.01,False,0.06,False,-200.0,156,"[(np.float64(-200.0), 156), (np.float64(-224.0), 152), (np.float64(-230.0), 151)]",252137,-200.0,0.06,-224.0,0.06,"[('-200.0', 0.06), ('-224.0', 0.06), ('-230.0', 0.06)]",False,Most frequent dominates with 0.06%
217,DAYS_EMPLOYED_ANOM,int64,307511,2,0.0,307509,100.0,False,81.99,False,0,252137,"[(np.int64(0), 252137), (np.int64(1), 55374)]",307511,0,81.99,1,18.01,"[('0', 81.99), ('1', 18.01)]",False,Most frequent dominates with 81.99%
218,DAYS_ID_PUBLISH,int64,307511,6168,2.01,301343,97.99,False,0.05,False,-4053,169,"[(np.int64(-4053), 169), (np.int64(-4095), 162), (np.int64(-4046), 161)]",307511,-4053,0.05,-4095,0.05,"[('-4053', 0.05), ('-4095', 0.05), ('-4046', 0.05)]",False,Most frequent dominates with 0.05%
219,DAYS_LAST_PHONE_CHANGE,float64,307510,3773,1.23,303737,98.77,False,12.25,False,0.0,37672,"[(np.float64(0.0), 37672), (np.float64(-1.0), 2812), (np.float64(-2.0), 2318)]",307510,0.0,12.25,-1.0,0.91,"[('0.0', 12.25), ('-1.0', 0.91), ('-2.0', 0.75)]",False,Most frequent dominates with 12.25%
220,DAYS_REGISTRATION,float64,307511,15688,5.1,291823,94.9,False,0.04,False,-1.0,113,"[(np.float64(-1.0), 113), (np.float64(-7.0), 98), (np.float64(-6.0), 96)]",307511,-1.0,0.04,-7.0,0.03,"[('-1.0', 0.04), ('-7.0', 0.03), ('-6.0', 0.03)]",False,Most frequent dominates with 0.04%
221,DEF_30_CNT_SOCIAL_CIRCLE,float64,306490,10,0.0,306480,100.0,False,88.53,False,0.0,271324,"[(np.float64(0.0), 271324), (np.float64(1.0), 28328), (np.float64(2.0), 5323)]",306490,0.0,88.53,1.0,9.24,"[('0.0', 88.53), ('1.0', 9.24), ('2.0', 1.74)]",False,Most frequent dominates with 88.53%
222,DEF_60_CNT_SOCIAL_CIRCLE,float64,306490,9,0.0,306481,100.0,False,91.59,False,0.0,280721,"[(np.float64(0.0), 280721), (np.float64(1.0), 21841), (np.float64(2.0), 3170)]",306490,0.0,91.59,1.0,7.13,"[('0.0', 91.59), ('1.0', 7.13), ('2.0', 1.03)]",False,Most frequent dominates with 91.59%
223,ELEVATORS_AVG,float64,143620,257,0.18,143363,99.82,False,59.68,False,0.0,85718,"[(np.float64(0.0), 85718), (np.float64(0.08), 9886), (np.float64(0.16), 8806)]",143620,0.0,59.68,0.08,6.88,"[('0.0', 59.68), ('0.08', 6.88), ('0.16', 6.13)]",False,Most frequent dominates with 59.68%
224,ELEVATORS_MEDI,float64,143620,46,0.03,143574,99.97,False,60.59,False,0.0,87026,"[(np.float64(0.0), 87026), (np.float64(0.08), 10832), (np.float64(0.16), 9278)]",143620,0.0,60.59,0.08,7.54,"[('0.0', 60.59), ('0.08', 7.54), ('0.16', 6.46)]",False,Most frequent dominates with 60.59%
225,ELEVATORS_MODE,float64,143620,26,0.02,143594,99.98,False,62.32,False,0.0,89498,"[(np.float64(0.0), 89498), (np.float64(0.0806), 11629), (np.float64(0.1611), 9675)]",143620,0.0,62.32,0.0806,8.1,"[('0.0', 62.32), ('0.0806', 8.1), ('0.1611', 6.74)]",False,Most frequent dominates with 62.32%
