,column,count,missing_count,iqr_q1,iqr_q3,iqr_value,iqr_lower_bound,iqr_upper_bound,iqr_lower_count,iqr_upper_count,iqr_total_count,iqr_total_pct,extreme_iqr_count,extreme_iqr_pct,zscore_lower_bound,zscore_upper_bound,zscore_lower_count,zscore_upper_count,zscore_total_count,zscore_total_pct,mod_zscore_mad,mod_zscore_count,mod_zscore_pct,pctl_lower_bound,pctl_upper_bound,pctl_count,pctl_pct,skewness_x,kurtosis,distribution_type_x,is_heavy_tailed,is_skewed,heavy_tail_flag,has_outliers,outlier_severity,suggested_treatment,winsorize_lower,winsorize_upper,distribution_type_y,transformation_recommendation,scaling_needed,clipping_recommendation,winsorization_recommendation,is_numeric,is_discrete,is_near_constant,zero_inflation_flag,binning_opportunity,structure_score,recommended_action,reason,zero_ratio,unique_count,skewness_y,outlier_percentage
274,INS_DAYS_INSTALMENT_MAX,291643,15868,-373.0,-18.0,355.0,-905.5,514.5,31681,0,31681,10.86,18856,6.47,-1938.59,1299.32,9818,0,9818,3.37,43.0,90199,30.93,-2451.0,-3.0,3458,1.19,-2.44,5.8,left_skewed,True,True,True,True,severe,consider_log_transform,-905.5,514.5,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0,2918,2.441,10.86
275,INS_DAYS_INSTALMENT_MEAN,291643,15868,-1301.96,-419.0,882.96,-2626.4,905.44,2515,0,2515,0.86,0,0.0,-2705.05,885.72,1846,0,1846,0.63,425.69,0,0.0,-2588.0,-86.0,5772,1.98,-0.79,0.11,moderate_deviation,False,True,False,True,low,investigate_individually,-2626.4,905.44,approximately_normal,none_or_standard_scaler,True,False,False,True,False,False,False,False,0.5,keep_continuous,no_strong_signal,0.0,183580,0.7899,0.86
276,INS_DAYS_INSTALMENT_MIN,291643,15868,-2471.0,-713.0,1758.0,-5108.0,1924.0,0,0,0,0.0,0,0.0,-4326.07,1156.17,0,0,0,0.0,875.0,0,0.0,-2920.0,-149.0,5086,1.74,-0.04,-1.44,light_tailed,False,False,False,False,none,none_needed,-5108.0,1924.0,approximately_normal,none_or_standard_scaler,True,False,False,True,True,False,False,True,0.2,treat_as_categorical,discrete,0.0,2920,0.0378,0.0
277,INS_DBD_MAX,291635,15876,23.0,43.0,20.0,-7.0,73.0,0,21729,21729,7.45,8432,2.89,-49.05,124.75,0,4921,4921,1.69,10.0,16173,5.55,6.0,148.0,5408,1.85,10.32,634.91,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-7.0,73.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,0.8,drop_or_encode,near_constant,0.0028,422,10.3242,7.45
278,INS_DBD_MEAN,291635,15876,6.68,15.14,8.47,-6.03,27.84,0,15151,15151,5.2,4401,1.51,-15.16,39.7,0,4735,4735,1.62,3.98,11017,3.78,1.47,45.55,5834,2.0,3.64,35.63,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-6.03,27.84,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0028,57205,3.6384,5.2
279,INS_DBD_SUM,291643,15868,133.0,507.0,374.0,-428.0,1068.0,0,17787,17787,6.1,5155,1.77,-824.85,1606.15,0,5419,5419,1.86,160.0,16632,5.7,15.0,1899.0,5751,1.97,3.25,22.62,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-428.0,1068.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0028,3224,3.2453,6.1
280,INS_DPD_MAX,291635,15876,0.0,9.0,9.0,-13.5,22.5,0,34695,34695,11.9,12931,4.43,-313.58,350.34,0,2971,2971,1.02,1.0,87669,30.06,0.0,357.0,2911,1.0,13.21,210.16,right_skewed,True,True,True,True,severe,consider_log_transform,-13.5,22.5,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.4685,1642,13.2121,11.9
281,INS_DPD_MEAN,291635,15876,0.0,0.52,0.52,-0.78,1.3,0,39297,39297,13.47,25939,8.89,-26.25,28.38,0,1388,1388,0.48,0.04,102290,35.07,0.0,14.27,2917,1.0,80.32,11768.9,right_skewed,True,True,True,True,severe,consider_log_transform,-0.78,1.3,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.4685,23566,80.3208,13.47
282,INS_DPD_SUM,291643,15868,0.0,21.0,21.0,-31.5,52.5,0,41570,41570,14.25,28572,9.8,-968.6,1053.86,0,1580,1580,0.54,1.0,111815,38.34,0.0,611.0,2916,1.0,102.05,18333.84,right_skewed,True,True,True,True,severe,consider_log_transform,-31.5,52.5,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.4685,2077,102.0467,14.25
283,INS_LAST365_AMT_PAYMENT_MEAN,217478,90033,8315.08,29124.68,20809.59,-22899.31,60339.07,0,22102,22102,10.16,12655,5.82,-178093.59,240772.99,0,3055,3055,1.4,8248.78,23510,10.81,115.67,292175.14,4350,2.0,10.89,193.89,right_skewed,True,True,True,True,severe,consider_log_transform,-22899.31,60339.07,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0,205538,10.8889,10.16
284,INS_LAST365_AMT_PAYMENT_SUM,217508,90003,71550.0,393081.63,321531.63,-410747.44,875379.07,0,19308,19308,8.88,8454,3.89,-1019564.37,1672946.36,0,4881,4881,2.24,116998.36,23537,10.82,1120.0,2191405.35,4352,2.0,3.64,26.36,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-410747.44,875379.07,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0001,205801,3.6406,8.88
285,INS_LAST365_DPD_MAX,217478,90033,0.0,1.0,1.0,-1.5,2.5,0,39939,39939,18.36,25530,11.74,-18.23,21.8,0,3055,3055,1.4,4.5,2716,1.25,0.0,27.0,2041,0.94,15.77,435.89,right_skewed,True,True,True,True,severe,consider_log_transform,-1.5,2.5,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.7141,192,15.7696,18.36
286,INS_LAST365_DPD_MEAN,217478,90033,0.0,0.08,0.08,-0.12,0.21,0,41890,41890,19.26,33886,15.58,-3.54,4.02,0,1666,1666,0.77,0.85,1463,0.67,0.0,3.45,2175,1.0,42.36,3859.13,right_skewed,True,True,True,True,severe,consider_log_transform,-0.12,0.21,zero_inflated,log1p_or_tweedie,True,True,False,True,True,False,True,True,1.0,treat_as_categorical,"high_skew, high_outliers, zero_inflated, discrete",0.7141,2884,42.3604,19.26
287,INS_LAST365_DPD_SUM,217508,90003,0.0,1.0,1.0,-1.5,2.5,0,45655,45655,20.99,35833,16.47,-92.13,100.26,0,807,807,0.37,21.63,674,0.31,0.0,55.0,2166,1.0,118.11,25945.15,right_skewed,True,True,True,True,severe,consider_log_transform,-1.5,2.5,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.7141,410,118.1147,20.99
288,INS_LAST365_LATE_PAYMENT_FLAG_MEAN,217508,90003,0.0,0.05,0.05,-0.07,0.12,0,34845,34845,16.02,22851,10.51,-0.29,0.39,0,6409,6409,2.95,0.08,6382,2.93,0.0,0.5,1479,0.68,2.8,9.21,right_skewed,True,True,True,True,severe,consider_log_transform,-0.07,0.12,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.7141,659,2.8007,16.02
289,INS_LAST365_LATE_PAYMENT_FLAG_SUM,217508,90003,0.0,1.0,1.0,-1.5,2.5,0,25059,25059,11.52,12353,5.68,-5.41,7.13,0,4395,4395,2.02,1.41,4395,2.02,0.0,10.0,1598,0.73,5.28,66.88,right_skewed,True,True,True,True,severe,consider_log_transform,-1.5,2.5,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.7141,54,5.2818,11.52
290,INS_LAST365_PAY_DIFF_MEAN,217478,90033,0.0,0.0,0.0,0.0,0.0,20997,43604,64601,29.7,64601,29.7,-32960.23,30605.69,3334,87,3421,1.57,7145.87,2912,1.34,-45000.0,10054.46,4328,1.99,-11.12,200.58,left_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,yeo_johnson_power_transform,True,True,False,True,False,False,True,True,0.7,bin,"high_skew, zero_inflated",0.703,57326,11.116,0.0
291,INS_LAST365_PAY_DIFF_SUM,217508,90003,0.0,0.0,0.0,0.0,0.0,20997,43604,64601,29.7,64601,29.7,-389817.93,363354.2,4343,433,4776,2.2,84669.1,4112,1.89,-642890.69,176480.15,4352,2.0,-6.54,68.81,left_skewed,True,True,True,True,severe,consider_log_transform,0.0,0.0,zero_inflated,yeo_johnson_power_transform,True,True,False,True,False,False,True,True,0.7,bin,"high_skew, zero_inflated",0.703,51840,6.5443,0.0
292,INS_LAST365_PAY_PERC_MAX,217478,90033,1.0,1.0,0.0,1.0,1.0,563,21598,22161,10.19,22161,10.19,-1676.35,1689.47,0,69,69,0.03,378.37,64,0.03,1.0,18.95,2736,1.26,252.79,76025.89,right_skewed,True,True,True,True,severe,consider_log_transform,1.0,1.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.5,bin,high_skew,0.0,21543,252.7932,0.0
293,INS_LAST365_PAY_PERC_MEAN,217478,90033,1.0,1.0,0.0,1.0,1.0,43329,21272,64601,29.7,64601,29.7,-199.08,202.18,0,59,59,0.03,45.11,51,0.02,0.62,2.95,4350,2.0,264.58,77662.38,right_skewed,True,True,True,True,severe,consider_log_transform,1.0,1.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.5,bin,high_skew,0.0,23437,264.5814,0.0
294,INS_LATE_PAYMENT_FLAG_MEAN,291643,15868,0.0,0.11,0.11,-0.17,0.28,0,21423,21423,7.35,4652,1.6,-0.27,0.42,0,5920,5920,2.03,0.02,71214,24.42,0.0,0.5,2244,0.77,2.17,5.96,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.17,0.28,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,1.0,treat_as_categorical,"high_skew, high_outliers, discrete",0.4685,4972,2.1673,7.35
295,INS_LATE_PAYMENT_FLAG_SUM,291643,15868,0.0,4.0,4.0,-6.0,10.0,0,28078,28078,9.63,13118,4.5,-15.78,22.6,0,6611,6611,2.27,1.0,50039,17.16,0.0,30.0,2861,0.98,3.81,23.95,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-6.0,10.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.4685,102,3.8125,9.63
296,INS_NUM_INSTALMENT_VERSION_NUNIQUE,291643,15868,1.0,3.0,2.0,-2.0,6.0,0,6879,6879,2.36,2936,1.01,-3.17,7.72,0,4938,4938,1.69,1.0,4938,1.69,1.0,10.0,2362,0.81,6.11,71.09,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-2.0,6.0,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0,49,6.1112,2.36
297,INS_PAY_DIFF_MAX,291635,15876,0.0,9047.63,9047.63,-13571.45,22619.08,1,25741,25742,8.83,10423,3.57,-38801.7,52250.34,1,3751,3752,1.29,10235.77,3505,1.2,0.0,55781.7,2936,1.01,28.69,3169.16,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-13571.45,22619.08,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.5708,103609,28.6942,8.83
298,INS_PAY_DIFF_MEAN,291635,15876,0.0,446.76,446.76,-670.14,1116.9,28600,41661,70261,24.09,51167,17.54,-15996.76,15269.05,4505,257,4762,1.63,3514.8,3903,1.34,-21386.05,6443.83,5834,2.0,-12.2,352.82,left_skewed,True,True,True,True,severe,consider_log_transform,-670.14,1116.9,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.5051,137929,12.1974,24.09
299,INS_PAY_DIFF_SUM,291643,15868,0.0,15896.97,15896.97,-23845.46,39742.43,28545,44347,72892,24.99,54999,18.86,-531247.71,518626.83,5674,1429,7103,2.44,118023.4,5694,1.95,-810000.0,372321.3,5828,2.0,-4.17,50.14,left_skewed,True,True,True,True,severe,consider_log_transform,-23845.46,39742.43,heavy_tailed,quantile_transform_or_robust_scaler,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.5052,127986,4.1691,24.99
300,INS_PAY_DIFF_VAR,290947,16564,0.0,11242174.05,11242174.05,-16863261.08,28105435.13,0,49961,49961,17.17,40402,13.89,-10139739078.84,10825890707.13,0,2192,2192,0.75,2356886215.11,1928,0.66,0.0,8152651431.75,2910,1.0,37.83,2651.85,right_skewed,True,True,True,True,severe,consider_log_transform,-16863261.08,28105435.13,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.504,144095,37.8344,17.17
301,INS_PAY_PERC_MAX,291632,15879,1.0,1.0,0.0,1.0,1.0,80,37218,37298,12.79,37298,12.79,-2648.81,2676.09,0,150,150,0.05,598.61,135,0.05,1.0,21.97,2997,1.03,153.96,28680.82,right_skewed,True,True,True,True,severe,consider_log_transform,1.0,1.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.5,bin,high_skew,0.0,36091,153.957,0.0
302,INS_PAY_PERC_MEAN,291632,15879,0.95,1.0,0.05,0.88,1.07,36476,26379,62855,21.55,39147,13.42,-89.15,91.92,0,149,149,0.05,20.36,132,0.05,0.67,2.07,5727,1.96,159.91,32788.35,right_skewed,True,True,True,True,severe,consider_log_transform,0.88,1.07,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0,42700,159.9077,21.55
303,INS_PAY_PERC_VAR,290944,16567,0.0,0.08,0.08,-0.13,0.21,0,32746,32746,11.26,25781,8.86,-9980376.99,10021915.29,0,37,37,0.01,2248591.02,34,0.01,0.0,13.99,2910,1.0,231.41,59242.95,right_skewed,True,True,True,True,severe,consider_log_transform,-0.13,0.21,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,1.0,bin,"high_skew, high_outliers",0.504,143641,231.4113,11.26
304,INS_SK_ID_PREV_NUNIQUE,291643,15868,1.0,4.0,3.0,-3.5,8.5,0,5980,5980,2.05,404,0.14,-3.2,9.05,0,3429,3429,1.18,1.0,10400,3.57,1.0,10.0,2018,0.69,1.65,4.22,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-3.5,8.5,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0,25,1.655,2.05
305,INS_UNDERPAY_FLAG_MEAN,291643,15868,0.0,0.11,0.11,-0.16,0.27,0,32171,32171,11.03,13476,4.62,-0.37,0.53,0,7552,7552,2.59,0.1,8065,2.77,0.0,0.67,2708,0.93,2.38,6.11,right_skewed,True,True,True,True,severe,consider_log_transform,-0.16,0.27,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,1.0,treat_as_categorical,"high_skew, high_outliers, discrete",0.5709,4892,2.3848,11.03
306,INS_UNDERPAY_FLAG_SUM,291643,15868,0.0,4.0,4.0,-6.0,10.0,0,32824,32824,11.25,18151,6.22,-20.21,27.89,0,7233,7233,2.48,5.41,6293,2.16,0.0,38.0,2872,0.98,4.0,24.57,right_skewed,True,True,True,True,severe,consider_log_transform,-6.0,10.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.5709,126,4.0009,11.25
307,LANDAREA_AVG,124921,182590,0.02,0.09,0.07,-0.08,0.19,0,6888,6888,5.51,2550,2.04,-0.18,0.31,0,2089,2089,1.67,0.03,4990,3.99,0.0,0.37,1249,1.0,4.46,34.74,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.08,0.19,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.1249,3527,4.4587,5.51
308,LANDAREA_MEDI,124921,182590,0.02,0.09,0.07,-0.08,0.19,0,6873,6873,5.5,2548,2.04,-0.18,0.31,0,2133,2133,1.71,0.03,4993,4.0,0.0,0.38,1250,1.0,4.37,33.24,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.08,0.19,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.1274,3560,4.3683,5.5
309,LANDAREA_MODE,124921,182590,0.02,0.08,0.07,-0.08,0.19,0,7033,7033,5.63,2591,2.07,-0.18,0.31,0,2140,2140,1.71,0.03,5196,4.16,0.0,0.38,1250,1.0,4.38,33.27,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.08,0.19,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.1397,3563,4.377,5.63
310,LIVE_CITY_NOT_WORK_CITY,307511,0,0.0,0.0,0.0,0.0,0.0,0,55215,55215,17.96,55215,17.96,-0.97,1.33,0,0,0,0.0,0.26,0,0.0,0.0,1.0,0,0.0,1.67,0.79,right_skewed,False,True,True,True,severe,review_data_source,0.0,0.0,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,False,0.5,drop_or_encode,near_constant,0.8204,2,1.6698,0.0
311,LIVE_REGION_NOT_WORK_REGION,307511,0,0.0,0.0,0.0,0.0,0.0,0,12503,12503,4.07,12503,4.07,-0.55,0.63,0,12503,12503,4.07,0.13,12503,4.07,0.0,1.0,0,0.0,4.65,19.64,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,True,True,True,True,True,False,0.5,drop_or_encode,near_constant,0.9593,2,4.6516,0.0
312,LIVINGAPARTMENTS_AVG,97312,210199,0.05,0.12,0.07,-0.06,0.23,0,7881,7881,8.1,2656,2.73,-0.18,0.38,0,1746,1746,1.79,0.03,6275,6.45,0.0,0.45,1897,1.95,3.04,16.49,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.06,0.23,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0043,1868,3.0422,8.1
313,LIVINGAPARTMENTS_MEDI,97312,210199,0.05,0.12,0.07,-0.06,0.23,0,7927,7927,8.15,2653,2.73,-0.18,0.38,0,1769,1769,1.82,0.03,6259,6.43,0.0,0.46,1914,1.97,2.99,15.7,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.06,0.23,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0044,1097,2.9883,8.15
314,LIVINGAPARTMENTS_MODE,97312,210199,0.05,0.13,0.08,-0.06,0.25,0,7469,7469,7.68,2526,2.6,-0.19,0.4,0,1807,1807,1.86,0.03,7137,7.33,0.0,0.49,1932,1.99,2.9,14.22,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.06,0.25,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,0.8,drop_or_encode,near_constant,0.0053,736,2.9027,7.68
315,LIVINGAREA_AVG,153161,154350,0.05,0.13,0.08,-0.08,0.26,0,12517,12517,8.17,4750,3.1,-0.22,0.44,0,3191,3191,2.08,0.04,10681,6.97,0.0,0.55,2983,1.95,2.85,12.33,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.08,0.26,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0019,5199,2.8547,8.17
316,LIVINGAREA_MEDI,153161,154350,0.05,0.13,0.08,-0.08,0.26,0,12907,12907,8.43,5015,3.27,-0.23,0.45,0,3225,3225,2.11,0.04,10819,7.06,0.0,0.56,2979,1.95,2.85,12.14,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.08,0.26,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.002,5281,2.8489,8.43
317,LIVINGAREA_MODE,153161,154350,0.04,0.13,0.08,-0.08,0.25,0,13105,13105,8.56,5279,3.45,-0.23,0.44,0,3344,3344,2.18,0.04,10819,7.06,0.0,0.56,2984,1.95,2.9,12.46,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-0.08,0.25,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0029,5301,2.9025,8.56
318,NONLIVINGAPARTMENTS_AVG,93997,213514,0.0,0.0,0.0,-0.01,0.01,0,15580,15580,16.57,8942,9.51,-0.13,0.15,0,722,722,0.77,0.03,654,0.7,0.0,0.11,918,0.98,15.54,284.72,right_skewed,True,True,True,True,severe,consider_log_transform,-0.01,0.01,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.5803,386,15.5412,16.57
319,NONLIVINGAPARTMENTS_MEDI,93997,213514,0.0,0.0,0.0,-0.01,0.01,0,15215,15215,16.19,8720,9.28,-0.13,0.15,0,720,720,0.77,0.03,659,0.7,0.0,0.1,933,0.99,15.67,289.48,right_skewed,True,True,True,True,severe,consider_log_transform,-0.01,0.01,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.5968,214,15.672,16.19
320,NONLIVINGAPARTMENTS_MODE,93997,213514,0.0,0.0,0.0,-0.01,0.01,0,14224,14224,15.13,8057,8.57,-0.13,0.15,0,678,678,0.72,0.03,616,0.66,0.0,0.1,917,0.98,16.25,309.71,right_skewed,True,True,True,True,severe,consider_log_transform,-0.01,0.01,zero_inflated,log1p_or_tweedie,True,True,False,True,True,True,True,True,1.0,drop_or_encode,near_constant,0.6304,167,16.2518,15.13
321,NONLIVINGAREA_AVG,137829,169682,0.0,0.03,0.03,-0.04,0.07,0,16546,16546,12.0,8625,6.26,-0.18,0.24,0,2412,2412,1.75,0.0,38593,28.0,0.0,0.32,1378,1.0,6.56,64.91,right_skewed,True,True,True,True,severe,consider_log_transform,-0.04,0.07,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,1.0,treat_as_categorical,"high_skew, high_outliers, discrete",0.4261,3290,6.559,12.0
322,NONLIVINGAREA_MEDI,137829,169682,0.0,0.03,0.03,-0.04,0.07,0,17254,17254,12.52,9389,6.81,-0.18,0.24,0,2432,2432,1.76,0.0,40518,29.4,0.0,0.32,1379,1.0,6.51,63.65,right_skewed,True,True,True,True,severe,consider_log_transform,-0.04,0.07,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,1.0,treat_as_categorical,"high_skew, high_outliers, discrete",0.4422,3323,6.5088,12.52
323,NONLIVINGAREA_MODE,137829,169682,0.0,0.02,0.02,-0.03,0.06,0,18817,18817,13.65,11328,8.22,-0.18,0.24,0,2462,2462,1.79,0.0,53064,38.5,0.0,0.32,1378,1.0,6.52,63.35,right_skewed,True,True,True,True,severe,consider_log_transform,-0.03,0.06,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,False,False,True,1.0,treat_as_categorical,"high_skew, high_outliers, discrete",0.487,3327,6.5225,13.65
324,OBS_30_CNT_SOCIAL_CIRCLE,306490,1021,0.0,2.0,2.0,-3.0,5.0,0,19971,19971,6.52,6161,2.01,-5.78,8.63,0,6161,6161,2.01,1.62,6161,2.01,0.0,10.0,2782,0.91,12.14,1424.79,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-3.0,5.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.5348,33,12.1396,6.52
325,OBS_60_CNT_SOCIAL_CIRCLE,306490,1021,0.0,2.0,2.0,-3.0,5.0,0,19564,19564,6.38,5985,1.95,-5.73,8.54,0,5985,5985,1.95,1.61,5985,1.95,0.0,10.0,2691,0.88,12.07,1409.68,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-3.0,5.0,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,1.0,drop_or_encode,near_constant,0.5373,33,12.0708,6.38
326,OWN_CAR_AGE,104582,202929,5.0,15.0,10.0,-10.0,30.0,0,4932,4932,4.72,3375,3.23,-23.77,47.9,0,3369,3369,3.22,5.0,4142,3.96,0.0,64.0,894,0.85,2.75,9.21,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-10.0,30.0,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,True,True,False,True,0.8,drop_or_encode,near_constant,0.0204,62,2.7454,4.72
327,POS_CNT_INSTALMENT_FUTURE_MAX,289420,18091,12.0,24.0,12.0,-6.0,42.0,0,27660,27660,9.56,50,0.02,-21.69,62.31,0,35,35,0.01,6.0,27655,9.56,4.0,60.0,1574,0.54,1.29,0.94,right_skewed,False,True,True,True,high,log_transform_or_winsorize,-6.0,42.0,right_skewed,log1p,True,True,False,True,True,True,False,True,0.8,drop_or_encode,near_constant,0.0017,62,1.2912,9.56
328,POS_CNT_INSTALMENT_FUTURE_MEAN,289420,18091,5.0,11.67,6.67,-5.01,21.69,0,16223,16223,5.61,3135,1.08,-10.42,28.78,0,5325,5325,1.84,2.69,18164,6.28,1.39,32.24,5790,2.0,1.92,5.17,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-5.01,21.69,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,False,False,False,True,0.8,bin,"high_skew, high_outliers",0.0017,39840,1.9206,5.61
329,POS_CNT_INSTALMENT_FUTURE_SUM,289444,18067,72.0,393.0,321.0,-409.5,874.5,0,23391,23391,8.08,7978,2.76,-832.58,1448.96,0,6448,6448,2.23,115.0,29995,10.36,10.0,1809.0,5217,1.8,2.62,9.62,right_skewed,True,True,True,True,high,robust_scaling_or_transform,-409.5,874.5,heavy_tailed,log1p_or_quantile_transform,True,True,False,True,True,True,False,True,0.8,drop_or_encode,near_constant,0.0018,2892,2.6175,8.08
330,POS_CNT_INSTALMENT_MAX,289420,18091,12.0,24.0,12.0,-6.0,42.0,0,27794,27794,9.6,199,0.07,-21.42,62.27,0,41,41,0.01,6.0,27703,9.57,4.0,60.0,527,0.18,1.3,0.96,right_skewed,False,True,True,True,high,log_transform_or_winsorize,-6.0,42.0,right_skewed,log1p,True,True,False,True,True,True,False,True,0.8,drop_or_encode,near_constant,0.0,61,1.3049,9.6
331,POS_CNT_INSTALMENT_MEAN,289420,18091,9.62,18.56,8.93,-3.77,31.95,0,11725,11725,4.05,1589,0.55,-9.26,38.54,0,3917,3917,1.35,3.88,11529,3.98,4.0,40.88,4087,1.41,1.5,3.04,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,-3.77,31.95,heavy_tailed,log1p_or_quantile_transform,True,False,True,True,False,False,False,True,0.8,bin,high_skew,0.0,41222,1.4995,4.05
