,column,sample_size,target_type,pearson_corr_with_target,pearson_pvalue,pearson_ci_lower,pearson_ci_upper,spearman_corr_with_target,spearman_pvalue,point_biserial_corr,point_biserial_pvalue,mutual_info_score,mutual_info_normalized,eta_squared,abs_max_correlation,best_method,best_correlation,best_pvalue,correlation_direction,signal_strength,is_significant,is_strong_signal,mutual_information_numeric,nonlinear_signal_strength,signal_to_noise_flag,target_mean_by_bin_variation,monotonic_trend_with_target,bin_lift_max,correlation,information_value,predictive_level,is_predictive,n_valid_bins,unique_values,reason,max_abs_correlation,corr_score,mi_score,bin_var_score,bin_lift_score,total_score,predictive_power_band
153,CC_AMT_DRAWINGS_POS_CURRENT_SUM,86905,binary,-0.0038,0.264599,-0.0104,0.0029,0.068,0.0,-0.0038,0.264599,0.0041,0.002,0.0,0.068,spearman,0.068,0.0,positive,negligible,True,False,0.001544,negligible,False,0.052,False,1.5892,0.068,0.0524,weak,True,4,31661,,0.068,1,0,1,1,3,weak
154,CC_AMT_INST_MIN_REGULARITY_MAX,86905,binary,0.0639,0.0,0.0573,0.0705,0.0762,0.0,0.0639,0.0,0.0075,0.0037,0.0041,0.0762,spearman,0.0762,0.0,positive,negligible,True,False,0.040358,moderate,True,0.0555,True,1.5099,0.0762,0.0696,weak,True,7,32000,,0.0762,1,2,1,1,5,moderate
155,CC_AMT_INST_MIN_REGULARITY_MEAN,86905,binary,0.0737,0.0,0.0671,0.0803,0.0895,0.0,0.0737,0.0,0.0049,0.0024,0.0054,0.0895,spearman,0.0895,0.0,positive,negligible,True,False,0.023712,moderate,True,0.0665,True,1.5521,0.0895,0.1041,medium,True,7,57384,,0.0895,1,2,1,1,5,moderate
156,CC_AMT_PAYMENT_CURRENT_MAX,61060,binary,0.0004,0.913877,-0.0075,0.0084,-0.0288,0.0,0.0004,0.913877,0.0055,0.0028,0.0,0.0288,spearman,-0.0288,0.0,negative,negligible,True,False,0.026755,moderate,True,0.0616,True,1.6931,-0.0288,0.0373,weak,True,10,25753,,0.0288,0,2,1,1,4,moderate
157,CC_AMT_PAYMENT_CURRENT_MEAN,61060,binary,0.0053,0.192474,-0.0027,0.0132,0.0333,0.0,0.0053,0.192474,0.0034,0.0017,0.0,0.0333,spearman,0.0333,0.0,positive,negligible,True,False,0.028781,moderate,True,0.0501,True,1.3896,0.0333,0.0284,weak,True,10,56763,,0.0333,0,2,1,1,4,moderate
158,CC_AMT_PAYMENT_CURRENT_SUM,86905,binary,-0.0051,0.130346,-0.0118,0.0015,0.0219,0.0,-0.0051,0.130346,0.0034,0.0017,0.0,0.0219,spearman,0.0219,0.0,positive,negligible,True,False,0.022635,moderate,True,0.0934,False,1.849,0.0219,0.1202,medium,True,8,54228,,0.0219,0,2,2,1,5,moderate
159,CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,86905,binary,0.0281,0.0,0.0215,0.0348,0.0406,0.0,0.0281,0.0,0.0053,0.0027,0.0008,0.0406,spearman,0.0406,0.0,positive,negligible,True,False,0.012619,weak,True,0.0324,True,1.3611,0.0406,0.0192,very_weak,False,7,30350,,0.0406,0,1,1,1,3,weak
160,CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,86905,binary,0.0227,0.0,0.016,0.0293,0.0687,0.0,0.0227,0.0,0.0026,0.0013,0.0005,0.0687,spearman,0.0687,0.0,positive,negligible,True,False,0.012334,weak,True,0.0442,True,1.3185,0.0687,0.0682,weak,False,7,57831,,0.0687,1,1,1,1,4,moderate
161,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,86905,binary,-0.0049,0.148756,-0.0115,0.0018,0.0231,0.0,-0.0049,0.148756,0.005,0.0025,0.0,0.0231,spearman,0.0231,0.0,positive,negligible,True,False,0.013227,weak,True,0.0339,True,1.3982,0.0231,0.0166,very_weak,False,7,52944,,0.0231,0,1,1,1,3,weak
162,CC_AMT_RECEIVABLE_PRINCIPAL_MAX,86905,binary,0.0669,0.0,0.0603,0.0735,0.0796,0.0,0.0669,0.0,0.0059,0.003,0.0045,0.0796,spearman,0.0796,0.0,positive,negligible,True,False,0.020981,moderate,True,0.0523,True,1.4411,0.0796,0.0699,weak,True,7,46271,,0.0796,1,2,1,1,5,moderate
163,CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,86905,binary,0.0861,0.0,0.0795,0.0927,0.1032,0.0,0.0861,0.0,0.0057,0.0029,0.0074,0.1032,spearman,0.1032,0.0,positive,weak,True,False,0.012281,weak,True,0.0768,True,1.6476,0.1032,0.1366,medium,True,8,58549,,0.1032,1,1,1,1,4,moderate
164,CC_AMT_RECEIVABLE_PRINCIPAL_SUM,86905,binary,0.0185,0.0,0.0118,0.0251,0.0526,0.0,0.0185,0.0,0.0032,0.0016,0.0003,0.0526,spearman,0.0526,0.0,positive,negligible,True,False,0.012195,weak,True,0.0665,True,1.5195,0.0526,0.0959,weak,True,8,57768,,0.0526,1,1,1,1,4,moderate
165,CC_AMT_TOTAL_RECEIVABLE_MAX,86905,binary,0.0681,0.0,0.0615,0.0747,0.08,0.0,0.0681,0.0,0.004,0.002,0.0046,0.08,spearman,0.08,0.0,positive,negligible,True,False,0.039788,moderate,True,0.0535,True,1.4552,0.08,0.0702,weak,True,7,56422,,0.08,1,2,1,1,5,moderate
166,CC_AMT_TOTAL_RECEIVABLE_MEAN,86905,binary,0.0865,0.0,0.0799,0.0931,0.1031,0.0,0.0865,0.0,0.0068,0.0034,0.0075,0.1031,spearman,0.1031,0.0,positive,weak,True,False,0.012757,weak,True,0.0767,True,1.6448,0.1031,0.1373,medium,True,8,59521,,0.1031,1,1,1,1,4,moderate
167,CC_AMT_TOTAL_RECEIVABLE_SUM,86905,binary,0.0184,0.0,0.0117,0.025,0.0526,0.0,0.0184,0.0,0.0041,0.002,0.0003,0.0526,spearman,0.0526,0.0,positive,negligible,True,False,0.011148,weak,True,0.067,True,1.5252,0.0526,0.096,weak,True,8,58867,,0.0526,1,1,1,1,4,moderate
168,CC_BALANCE_LIMIT_RATIO_MAX,86036,binary,0.097,0.0,0.0904,0.1036,0.1058,0.0,0.097,0.0,0.0077,0.0039,0.0094,0.1058,spearman,0.1058,0.0,positive,weak,True,False,0.03186,moderate,True,0.0775,True,1.6398,0.1058,0.1464,medium,True,7,56087,,0.1058,1,2,1,1,5,moderate
169,CC_BALANCE_LIMIT_RATIO_MEAN,86036,binary,0.1356,0.0,0.129,0.1421,0.1271,0.0,0.1356,0.0,0.0096,0.0048,0.0184,0.1356,pearson,0.1356,0.0,positive,weak,True,False,0.031566,moderate,True,0.1234,True,2.1984,0.1271,0.2142,medium,True,8,59104,,0.1356,1,2,2,2,7,strong
170,CC_CC_LATE_FLAG_MEAN,86905,binary,0.0018,0.605251,-0.0049,0.0084,-0.0055,0.105466,0.0018,0.605251,0.0006,0.0003,0.0,0.0055,spearman,-0.0055,0.105466,none,negligible,False,False,0.000407,negligible,False,0.0182,True,1.1498,-0.0055,0.003,very_weak,False,3,1422,,0.0055,0,0,0,0,0,very_weak
171,CC_CC_LATE_FLAG_SUM,86905,binary,-0.0113,0.000837,-0.018,-0.0047,-0.0104,0.002202,-0.0113,0.000837,0.0,0.0,0.0001,0.0113,pearson,-0.0113,0.000837,negative,negligible,True,False,0.0,negligible,False,0.0185,True,1.0976,-0.0104,0.005,very_weak,False,3,91,,0.0113,0,0,0,0,0,very_weak
172,CC_CNT_DRAWINGS_ATM_CURRENT_MAX,61140,binary,0.0637,0.0,0.0558,0.0716,0.0625,0.0,0.0637,0.0,0.0023,0.0011,0.0041,0.0637,pearson,0.0637,0.0,positive,negligible,True,False,0.032901,moderate,True,0.0686,True,1.8359,0.0625,0.0461,weak,True,8,44,,0.0637,1,2,1,1,5,moderate
173,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,61140,binary,0.1077,0.0,0.0999,0.1155,0.1129,0.0,0.1077,0.0,0.0088,0.0044,0.0116,0.1129,spearman,0.1129,0.0,positive,weak,True,False,0.028512,moderate,True,0.1175,True,2.2417,0.1129,0.1558,medium,True,9,3385,,0.1129,1,2,2,2,7,strong
174,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,86905,binary,0.05,0.0,0.0433,0.0566,0.0771,0.0,0.05,0.0,0.0045,0.0022,0.0025,0.0771,spearman,0.0771,0.0,positive,negligible,True,False,0.012063,weak,True,0.0459,True,1.3825,0.0771,0.0744,weak,False,6,163,,0.0771,1,1,1,1,4,moderate
175,CC_CNT_DRAWINGS_CURRENT_MAX,86905,binary,0.1014,0.0,0.0948,0.108,0.1128,0.0,0.1014,0.0,0.0067,0.0033,0.0103,0.1128,spearman,0.1128,0.0,positive,weak,True,False,0.025187,moderate,True,0.0971,True,1.9165,0.1128,0.1589,medium,True,7,119,,0.1128,1,2,2,1,6,moderate
176,CC_CNT_DRAWINGS_CURRENT_MEAN,86905,binary,0.0825,0.0,0.0759,0.0891,0.1224,0.0,0.0825,0.0,0.0084,0.0042,0.0068,0.1224,spearman,0.1224,0.0,positive,weak,True,False,0.005022,weak,True,0.0974,True,1.8887,0.1224,0.1979,medium,True,7,6584,,0.1224,1,1,2,1,5,moderate
177,CC_CNT_DRAWINGS_CURRENT_SUM,86905,binary,0.0507,0.0,0.0441,0.0573,0.0948,0.0,0.0507,0.0,0.0043,0.0022,0.0026,0.0948,spearman,0.0948,0.0,positive,negligible,True,False,0.012431,weak,True,0.0694,True,1.5749,0.0948,0.1162,medium,True,7,548,,0.0948,1,1,1,1,4,moderate
178,CC_CNT_DRAWINGS_POS_CURRENT_MAX,61140,binary,0.0689,0.0,0.061,0.0768,0.0737,0.0,0.0689,0.0,0.0038,0.0019,0.0048,0.0737,spearman,0.0737,0.0,positive,negligible,True,False,0.007729,weak,True,0.0666,True,1.8421,0.0737,0.0617,weak,True,6,123,,0.0737,1,1,1,1,4,moderate
179,CC_CNT_DRAWINGS_POS_CURRENT_MEAN,61140,binary,0.0525,0.0,0.0446,0.0604,0.0753,0.0,0.0525,0.0,0.0062,0.0031,0.0028,0.0753,spearman,0.0753,0.0,positive,negligible,True,False,0.002905,negligible,False,0.0652,True,1.793,0.0753,0.0701,weak,True,6,5024,,0.0753,1,0,1,1,3,weak
180,CC_CNT_DRAWINGS_POS_CURRENT_SUM,86905,binary,0.0385,0.0,0.0318,0.0451,0.0862,0.0,0.0385,0.0,0.0038,0.0019,0.0015,0.0862,spearman,0.0862,0.0,positive,negligible,True,False,0.0,negligible,False,0.0578,True,1.6023,0.0862,0.0822,weak,True,4,532,,0.0862,1,0,1,1,3,weak
181,CC_CNT_INSTALMENT_MATURE_CUM_MAX,86905,binary,-0.0176,0.0,-0.0242,-0.0109,0.0189,0.0,-0.0176,0.0,0.0064,0.0032,0.0003,0.0189,spearman,0.0189,0.0,positive,negligible,True,False,0.0235,moderate,True,0.0709,False,1.677,0.0189,0.0679,weak,True,7,120,,0.0189,0,2,1,1,4,moderate
182,CC_CNT_INSTALMENT_MATURE_CUM_MEAN,86905,binary,-0.0289,0.0,-0.0356,-0.0223,0.0118,0.000488,-0.0289,0.0,0.0072,0.0036,0.0008,0.0289,point_biserial,-0.0289,0.0,negative,negligible,True,False,0.024,moderate,True,0.0794,False,1.7535,0.0118,0.0918,weak,True,7,13923,,0.0289,0,2,1,1,4,moderate
183,CC_DRAWING_LIMIT_RATIO_MAX,86036,binary,0.0757,0.0,0.069,0.0823,0.078,0.0,0.0757,0.0,0.0057,0.0029,0.0057,0.078,spearman,0.078,0.0,positive,negligible,True,False,0.043524,moderate,True,0.0604,True,1.458,0.078,0.101,medium,True,7,24356,,0.078,1,2,1,1,5,moderate
184,CC_DRAWING_LIMIT_RATIO_MEAN,86036,binary,0.099,0.0,0.0923,0.1056,0.1253,0.0,0.099,0.0,0.0102,0.0051,0.0098,0.1253,spearman,0.1253,0.0,positive,weak,True,False,0.023974,moderate,True,0.1034,True,1.9508,0.1253,0.209,medium,True,7,48938,,0.1253,1,2,2,1,6,moderate
185,CC_MONTHS_BALANCE_MAX,86905,binary,0.0253,0.0,0.0186,0.0319,0.0235,0.0,0.0253,0.0,0.006,0.003,0.0006,0.0253,point_biserial,0.0253,0.0,positive,negligible,True,False,0.053124,strong,True,,False,,,,none,False,0,0,too_few_valid_bins,0.0253,0,3,0,0,3,weak
186,CC_MONTHS_BALANCE_MIN,86905,binary,0.0614,0.0,0.0547,0.068,0.0595,0.0,0.0614,0.0,0.0048,0.0024,0.0038,0.0614,pearson,0.0614,0.0,positive,negligible,True,False,0.03387,moderate,True,0.0566,True,1.4376,0.0595,0.0558,weak,True,9,96,,0.0614,1,2,1,1,5,moderate
187,CC_MONTHS_BALANCE_SIZE,86905,binary,-0.0605,0.0,-0.0671,-0.0539,-0.0576,0.0,-0.0605,0.0,0.0045,0.0022,0.0037,0.0605,pearson,-0.0605,0.0,negative,negligible,True,False,0.033305,moderate,True,0.0581,True,1.4074,-0.0576,0.0569,weak,True,10,128,,0.0605,1,2,1,1,5,moderate
188,CC_NAME_CONTRACT_STATUS_Active_MEAN,86905,binary,0.0199,0.0,0.0133,0.0265,0.0263,0.0,0.0199,0.0,0.0153,0.0077,0.0004,0.0263,spearman,0.0263,0.0,positive,negligible,True,False,0.075177,strong,True,,False,,,,none,False,0,0,too_few_valid_bins,0.0263,0,3,0,0,3,weak
189,CC_NAME_CONTRACT_STATUS_Approved_MEAN,86905,binary,-0.0023,0.491329,-0.009,0.0043,-0.0023,0.490869,-0.0023,0.491329,0.0001,0.0001,0.0,0.0023,spearman,-0.0023,0.490869,none,negligible,False,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0023,0,0,0,0,0,very_weak
190,CC_NAME_CONTRACT_STATUS_Completed_MEAN,86905,binary,-0.0213,0.0,-0.028,-0.0147,-0.024,0.0,-0.0213,0.0,0.0006,0.0003,0.0005,0.024,spearman,-0.024,0.0,negative,negligible,True,False,0.000126,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.024,0,0,0,0,0,very_weak
191,CC_NAME_CONTRACT_STATUS_Demand_MEAN,86905,binary,0.004,0.237359,-0.0026,0.0107,0.0022,0.520753,0.004,0.237359,0.0001,0.0001,0.0,0.004,pearson,0.004,0.237359,none,negligible,False,False,5.5e-05,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.004,0,0,0,0,0,very_weak
192,CC_NAME_CONTRACT_STATUS_Refused_MEAN,86905,binary,0.002,0.558072,-0.0047,0.0086,0.0025,0.45526,0.002,0.558072,0.0001,0.0001,0.0,0.0025,spearman,0.0025,0.45526,none,negligible,False,False,0.000797,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0025,0,0,0,0,0,very_weak
193,CC_NAME_CONTRACT_STATUS_Sent proposal_MEAN,86905,binary,-0.0125,0.000222,-0.0192,-0.0059,-0.0123,0.000275,-0.0125,0.000222,0.0004,0.0002,0.0002,0.0125,pearson,-0.0125,0.000222,negative,negligible,True,False,0.000423,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0125,0,0,0,0,0,very_weak
194,CC_NAME_CONTRACT_STATUS_Signed_MEAN,86905,binary,0.0006,0.866625,-0.0061,0.0072,-0.0086,0.011454,0.0006,0.866625,0.0003,0.0001,0.0,0.0086,spearman,-0.0086,0.011454,none,negligible,True,False,0.0,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0086,0,0,0,0,0,very_weak
195,CC_NAME_CONTRACT_STATUS_nan_MEAN,86905,binary,,,,,,,,,0.0001,0.0001,,,none,,,unknown,unknown,False,False,,unknown,False,,False,,,,none,False,0,0,insufficient_data,,0,0,0,0,0,very_weak
196,CC_PAYMENT_MIN_RATIO_MAX,59269,binary,-0.0033,0.422375,-0.0113,0.0048,-0.0631,0.0,-0.0033,0.422375,0.0074,0.0037,0.0,0.0631,spearman,-0.0631,0.0,negative,negligible,True,False,0.002373,negligible,False,0.0922,False,1.9342,-0.0631,0.09,weak,True,10,47187,,0.0631,1,0,2,1,4,moderate
197,CC_PAYMENT_MIN_RATIO_MEAN,59269,binary,-0.0023,0.583734,-0.0103,0.0058,-0.0618,0.0,-0.0023,0.583734,0.0006,0.0003,0.0,0.0618,spearman,-0.0618,0.0,negative,negligible,True,False,0.00019,negligible,False,0.0906,True,1.906,-0.0618,0.0583,weak,True,10,58279,,0.0618,1,0,2,1,4,moderate
198,CC_PAYMENT_TOTAL_RATIO_MAX,59775,binary,0.0031,0.448627,-0.0049,0.0111,-0.0734,0.0,0.0031,0.448627,0.0046,0.0023,0.0,0.0734,spearman,-0.0734,0.0,negative,negligible,True,False,0.000792,negligible,False,0.0766,True,1.9043,-0.0734,0.0754,weak,True,10,56912,,0.0734,1,0,1,1,3,weak
199,CC_PAYMENT_TOTAL_RATIO_MEAN,59775,binary,0.0019,0.649303,-0.0062,0.0099,-0.0554,0.0,0.0019,0.649303,0.0037,0.0019,0.0,0.0554,spearman,-0.0554,0.0,negative,negligible,True,False,0.001437,negligible,False,0.0707,False,1.8338,-0.0554,0.0672,weak,True,10,57349,,0.0554,1,0,1,1,3,weak
200,CC_RECEIVABLE_LIMIT_RATIO_MAX,86036,binary,0.0953,0.0,0.0887,0.1019,0.0975,0.0,0.0953,0.0,0.0084,0.0042,0.0091,0.0975,spearman,0.0975,0.0,positive,negligible,True,False,0.031796,moderate,True,0.0684,True,1.5261,0.0975,0.1379,medium,True,7,55701,,0.0975,1,2,1,1,5,moderate
201,CC_RECEIVABLE_LIMIT_RATIO_MEAN,86036,binary,0.1342,0.0,0.1276,0.1407,0.1263,0.0,0.1342,0.0,0.0101,0.005,0.018,0.1342,pearson,0.1342,0.0,positive,weak,True,False,0.030896,moderate,True,0.1208,True,2.1667,0.1263,0.2097,medium,True,8,58877,,0.1342,1,2,2,2,7,strong
202,CC_SK_DPD_DEF_MAX,86905,binary,0.0071,0.036634,0.0004,0.0137,-0.0124,0.000255,0.0071,0.036634,0.0,0.0,0.0001,0.0124,spearman,-0.0124,0.000255,negative,negligible,True,False,0.000149,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0124,0,0,0,0,0,very_weak
203,CC_SK_DPD_DEF_MEAN,86905,binary,0.0067,0.049605,0.0,0.0133,-0.0117,0.000588,0.0067,0.049605,0.0009,0.0005,0.0,0.0117,spearman,-0.0117,0.000588,negative,negligible,True,False,0.000529,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0117,0,0,0,0,0,very_weak
204,CC_SK_DPD_DEF_SUM,86905,binary,0.007,0.039855,0.0003,0.0136,-0.0126,0.000209,0.007,0.039855,0.0,0.0,0.0,0.0126,spearman,-0.0126,0.000209,negative,negligible,True,False,0.00036,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0126,0,0,0,0,0,very_weak
205,CC_SK_DPD_MAX,86905,binary,-0.006,0.078155,-0.0126,0.0007,-0.005,0.141874,-0.006,0.078155,0.001,0.0005,0.0,0.006,pearson,-0.006,0.078155,none,negligible,False,False,0.000283,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.006,0,0,0,0,0,very_weak
206,CC_SK_DPD_MEAN,86905,binary,-0.0032,0.346294,-0.0098,0.0035,-0.0039,0.256221,-0.0032,0.346294,0.0018,0.0009,0.0,0.0039,spearman,-0.0039,0.256221,none,negligible,False,False,0.000702,negligible,False,0.0346,False,1.2476,-0.0039,0.0102,very_weak,False,3,3606,,0.0039,0,0,1,0,1,very_weak
207,CC_SK_DPD_SUM,86905,binary,-0.0036,0.293086,-0.0102,0.0031,-0.0055,0.104946,-0.0036,0.293086,0.0006,0.0003,0.0,0.0055,spearman,-0.0055,0.104946,none,negligible,False,False,0.000606,negligible,False,0.0177,True,1.1734,-0.0055,0.0021,very_weak,False,3,1464,,0.0055,0,0,0,0,0,very_weak
208,CC_SK_ID_PREV_NUNIQUE,86905,binary,0.0044,0.195821,-0.0023,0.011,0.0047,0.167675,0.0044,0.195821,0.0148,0.0074,0.0,0.0047,spearman,0.0047,0.167675,none,negligible,False,False,0.05951,strong,True,,False,,,,none,False,0,0,too_few_valid_bins,0.0047,0,3,0,0,3,weak
209,CNT_CHILDREN,307511,binary,0.0192,0.0,0.0157,0.0227,0.0201,0.0,0.0192,0.0,0.0043,0.0022,0.0004,0.0201,spearman,0.0201,0.0,positive,negligible,True,False,0.004793,negligible,False,0.0206,True,1.2439,0.0201,0.0017,very_weak,False,3,15,,0.0201,0,0,0,0,0,very_weak
210,CNT_FAM_MEMBERS,307509,binary,0.0093,0.0,0.0058,0.0128,0.007,0.000102,0.0093,0.0,0.0238,0.0119,0.0001,0.0093,pearson,0.0093,0.0,none,negligible,True,False,0.024825,moderate,True,0.0101,True,1.0931,0.007,0.0032,very_weak,False,3,17,,0.0093,0,2,0,0,2,weak
211,COMMONAREA_AVG,92646,binary,-0.0185,0.0,-0.025,-0.0121,-0.0189,0.0,-0.0185,0.0,0.0005,0.0002,0.0003,0.0189,spearman,-0.0189,0.0,negative,negligible,True,False,0.010555,weak,True,0.0287,True,1.0402,-0.0189,0.0117,very_weak,False,10,3181,,0.0189,0,1,0,0,1,very_weak
212,COMMONAREA_MEDI,92646,binary,-0.0186,0.0,-0.025,-0.0121,-0.0185,0.0,-0.0186,0.0,0.0004,0.0002,0.0003,0.0186,pearson,-0.0186,0.0,negative,negligible,True,False,0.010466,weak,True,0.0286,True,1.0358,-0.0185,0.0115,very_weak,False,10,3202,,0.0186,0,1,0,0,1,very_weak
213,COMMONAREA_MODE,92646,binary,-0.0163,1e-06,-0.0228,-0.0099,-0.0161,1e-06,-0.0163,1e-06,0.0002,0.0001,0.0003,0.0163,pearson,-0.0163,1e-06,negative,negligible,True,False,0.011879,weak,True,0.0181,True,0.9266,-0.0161,0.0069,very_weak,False,9,3128,,0.0163,0,1,0,0,1,very_weak
214,DAYS_BIRTH,307511,binary,0.0782,0.0,0.0747,0.0818,0.0783,0.0,0.0782,0.0,0.0037,0.0018,0.0061,0.0783,spearman,0.0783,0.0,positive,negligible,True,False,0.004204,negligible,False,0.0668,True,1.4345,0.0783,0.0842,weak,True,10,17460,,0.0783,1,0,1,1,3,weak
215,DAYS_EMPLOYED,252137,binary,0.075,0.0,0.0711,0.0788,0.0803,0.0,0.075,0.0,0.0038,0.0019,0.0056,0.0803,spearman,0.0803,0.0,positive,negligible,True,False,0.006081,weak,True,0.0691,True,1.4204,0.0803,0.0925,weak,True,10,12573,,0.0803,1,1,1,1,4,moderate
216,DAYS_EMPLOYED_ANOM,307511,binary,-0.046,0.0,-0.0495,-0.0425,-0.046,0.0,-0.046,0.0,0.0071,0.0035,0.0021,0.046,pearson,-0.046,0.0,negative,negligible,True,False,0.006537,weak,True,,False,,,,none,False,0,0,insufficient_data,0.046,0,1,0,0,1,very_weak
217,DAYS_ID_PUBLISH,307511,binary,0.0515,0.0,0.0479,0.055,0.0525,0.0,0.0515,0.0,0.0018,0.0009,0.0026,0.0525,spearman,0.0525,0.0,positive,negligible,True,False,0.001633,negligible,False,0.0422,True,1.2595,0.0525,0.0385,weak,False,10,6168,,0.0525,1,0,1,0,2,weak
218,DAYS_LAST_PHONE_CHANGE,307510,binary,0.0552,0.0,0.0517,0.0587,0.0537,0.0,0.0552,0.0,0.0025,0.0013,0.003,0.0552,pearson,0.0552,0.0,positive,negligible,True,False,0.001889,negligible,False,0.0451,True,1.2263,0.0537,0.0467,weak,False,9,3773,,0.0552,1,0,1,0,2,weak
219,DAYS_REGISTRATION,307511,binary,0.042,0.0,0.0384,0.0455,0.0402,0.0,0.042,0.0,0.0012,0.0006,0.0018,0.042,pearson,0.042,0.0,positive,negligible,True,False,0.001191,negligible,False,0.041,True,1.2023,0.0402,0.0269,weak,False,10,15688,,0.042,0,0,1,0,1,very_weak
220,DEF_30_CNT_SOCIAL_CIRCLE,306490,binary,0.0322,0.0,0.0287,0.0358,0.0322,0.0,0.0322,0.0,0.0014,0.0007,0.001,0.0322,pearson,0.0322,0.0,positive,negligible,True,False,0.002395,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0322,0,0,0,0,0,very_weak
221,DEF_60_CNT_SOCIAL_CIRCLE,306490,binary,0.0313,0.0,0.0277,0.0348,0.0309,0.0,0.0313,0.0,0.0007,0.0004,0.001,0.0313,pearson,0.0313,0.0,positive,negligible,True,False,0.001,negligible,False,,False,,,,none,False,0,0,too_few_valid_bins,0.0313,0,0,0,0,0,very_weak
222,ELEVATORS_AVG,143620,binary,-0.0342,0.0,-0.0394,-0.029,-0.0389,0.0,-0.0342,0.0,0.0012,0.0006,0.0012,0.0389,spearman,-0.0389,0.0,negative,negligible,True,False,0.001868,negligible,False,0.0246,True,0.9495,-0.0389,0.0246,weak,False,5,257,,0.0389,0,0,0,0,0,very_weak
223,ELEVATORS_MEDI,143620,binary,-0.0339,0.0,-0.039,-0.0287,-0.0384,0.0,-0.0339,0.0,0.0007,0.0004,0.0011,0.0384,spearman,-0.0384,0.0,negative,negligible,True,False,0.0008,negligible,False,0.0223,True,0.9215,-0.0384,0.02,very_weak,False,4,46,,0.0384,0,0,0,0,0,very_weak
224,ELEVATORS_MODE,143620,binary,-0.0321,0.0,-0.0373,-0.027,-0.0368,0.0,-0.0321,0.0,0.0011,0.0005,0.001,0.0368,spearman,-0.0368,0.0,negative,negligible,True,False,0.001473,negligible,False,0.021,True,0.9149,-0.0368,0.0179,very_weak,False,4,26,,0.0368,0,0,0,0,0,very_weak
225,ENTRANCES_AVG,152683,binary,-0.0192,0.0,-0.0242,-0.0142,-0.0242,0.0,-0.0192,0.0,0.0038,0.0019,0.0004,0.0242,spearman,-0.0242,0.0,negative,negligible,True,False,0.017483,weak,True,0.0206,True,1.0013,-0.0242,0.0112,very_weak,False,8,285,,0.0242,0,1,0,0,1,very_weak
226,ENTRANCES_MEDI,152683,binary,-0.019,0.0,-0.024,-0.014,-0.024,0.0,-0.019,0.0,0.0045,0.0023,0.0004,0.024,spearman,-0.024,0.0,negative,negligible,True,False,0.017214,weak,True,0.0204,True,0.9973,-0.024,0.0107,very_weak,False,8,46,,0.024,0,1,0,0,1,very_weak
227,ENTRANCES_MODE,152683,binary,-0.0174,0.0,-0.0224,-0.0124,-0.0216,0.0,-0.0174,0.0,0.0043,0.0021,0.0003,0.0216,spearman,-0.0216,0.0,negative,negligible,True,False,0.017742,weak,True,0.019,True,0.9704,-0.0216,0.0086,very_weak,False,8,30,,0.0216,0,1,0,0,1,very_weak
228,EXT_SOURCE_1,134133,binary,-0.1553,0.0,-0.1605,-0.1501,-0.1511,0.0,-0.1553,0.0,0.0129,0.0065,0.0241,0.1553,point_biserial,-0.1553,0.0,negative,weak,True,False,0.020401,moderate,True,0.1499,True,2.1756,-0.1511,0.3465,strong,True,10,114584,,0.1553,2,2,2,2,8,strong
229,EXT_SOURCE_2,306851,binary,-0.1605,0.0,-0.1639,-0.157,-0.1473,0.0,-0.1605,0.0,0.0122,0.0061,0.0258,0.1605,pearson,-0.1605,0.0,negative,weak,True,False,0.012438,weak,True,0.1538,True,2.2731,-0.1473,0.3071,strong,True,10,119831,,0.1605,2,1,3,2,8,strong
230,EXT_SOURCE_3,246546,binary,-0.1789,0.0,-0.1827,-0.1751,-0.1663,0.0,-0.1789,0.0,0.0167,0.0083,0.032,0.1789,pearson,-0.1789,0.0,negative,weak,True,False,0.015743,weak,True,0.1678,True,2.4778,-0.1663,0.4101,strong,True,10,814,,0.1789,2,1,3,2,8,strong
231,FLAG_CONT_MOBILE,307511,binary,0.0004,0.837378,-0.0032,0.0039,0.0004,0.837378,0.0004,0.837378,0.0595,0.0298,0.0,0.0004,pearson,0.0004,0.837378,none,negligible,False,False,0.06061,strong,True,,False,,,,none,False,0,0,insufficient_data,0.0004,0,3,0,0,3,weak
